ags_work,ags_home,total
03158,06535,0
03158,06611,0
03158,06631,0
03158,06632,0
03158,06633,0
03158,06634,0
03158,06635,0
03158,06636,0
03158,07111,0
03158,07131,0
03158,07132,0
03158,07133,0
03158,07134,0
03158,07135,0
03158,07137,0
03158,07138,0
03158,07140,0
03158,07141,0
03158,07143,0
03158,07211,0
03158,07231,0
03158,07232,0
03158,07233,0
03158,07235,0
03158,07311,0
03158,07312,0
03158,07313,0
03158,07314,0
03158,07315,0
03158,07316,0
03158,07317,0
03158,07318,0
03158,07319,0
03158,07320,0
03158,07331,0
03158,07332,0
03158,07333,0
03158,07334,0
03158,07335,0
03158,07336,0
03158,07337,0
03158,07338,0
03158,07339,0
03158,07340,0
03158,08111,0
03158,08115,0
03158,08116,0
03158,08117,0
03158,08118,0
03158,08119,0
03158,08121,0
03158,08125,0
03158,08126,0
03158,08127,0
03158,08128,0
03158,08135,0
03158,08136,0
03158,08211,0
03158,08212,0
03158,08215,0
03158,08216,0
03158,08221,0
03158,08222,0
03158,08225,0
03158,08226,0
03158,08231,0
03158,08235,0
03158,08236,0
03158,08237,0
03158,08311,0
03158,08315,0
03158,08316,0
03158,08317,0
03158,08325,0
03158,08326,0
03158,08327,0
03158,08335,0
03158,08336,0
03158,08337,0
03158,08415,0
03158,08416,0
03158,08417,0
03158,08421,0
03158,08425,0
03158,08426,0
03158,08435,0
03158,08436,0
03158,08437,0
03158,09161,0
03158,09162,0
03158,09163,0
03158,09171,0
03158,09172,0
03158,09173,0
03158,09174,0
03158,09175,0
03158,09176,0
03158,09177,0
03158,09178,0
03158,09179,0
03158,09180,0
03158,09181,0
03158,09182,0
03158,09183,0
03158,09184,0
03158,09185,0
03158,09186,0
03158,09187,0
03158,09188,0
03158,09189,0
03158,09190,0
03158,09261,0
03158,09262,0
03158,09263,0
03158,09271,0
03158,09272,0
03158,09273,0
03158,09274,0
03158,09275,0
03158,09276,0
03158,09277,0
03158,09278,0
03158,09279,0
03158,09361,0
03158,09362,0
03158,09363,0
03158,09371,0
03158,09372,0
03158,09373,0
03158,09374,0
03158,09375,0
03158,09376,0
03158,09377,0
03158,09461,0
03158,09462,0
03158,09463,0
03158,09464,0
03158,09471,0
03158,09472,0
03158,09473,0
03158,09474,0
03158,09475,0
03158,09476,0
03158,09477,0
03158,09478,0
03158,09479,0
03158,09561,0
03158,09562,0
03158,09563,0
03158,09564,0
03158,09565,0
03158,09571,0
03158,09572,0
03158,09573,0
03158,09574,0
03158,09575,0
03158,09576,0
03158,09577,0
03158,09661,0
03158,09662,0
03158,09663,0
03158,09671,0
03158,09672,0
03158,09673,0
03158,09674,0
03158,09675,0
03158,09676,0
03158,09677,0
03158,09678,0
03158,09679,0
03158,09761,0
03158,09762,0
03158,09763,0
03158,09764,0
03158,09771,0
03158,09772,0
03158,09773,0
03158,09774,0
03158,09775,0
03158,09776,0
03158,09777,0
03158,09778,0
03158,09779,0
03158,09780,0
03158,10041,0
03158,10042,0
03158,10043,0
03158,10044,0
03158,10045,0
03158,10046,0
03158,11000,65
03158,12051,0
03158,12052,0
03158,12053,0
03158,12054,0
03158,12060,0
03158,12061,0
03158,12062,0
03158,12063,0
03158,12064,0
03158,12065,0
03158,12066,0
03158,12067,0
03158,12068,0
03158,12069,0
03158,12070,0
03158,12071,0
03158,12072,11
03158,12073,0
03158,13003,0
03158,13004,0
03158,13071,0
03158,13072,0
03158,13073,0
03158,13074,0
03158,13075,0
03158,13076,0
03158,14511,0
03158,14521,0
03158,14522,0
03158,14523,0
03158,14524,0
03158,14612,0
03158,14625,0
03158,14626,0
03158,14627,0
03158,14628,0
03158,14713,0
03158,14729,0
03158,14730,0
03158,15001,0
03158,15002,0
03158,15003,36
03158,15081,17
03158,15082,0
03158,15083,316
03158,15084,0
03158,15085,1232
03158,15086,0
03158,15087,37
03158,15088,0
03158,15089,16
03158,15090,12
03158,15091,0
03158,16051,0
03158,16052,0
03158,16053,0
03158,16054,0
03158,16055,0
03158,16061,0
03158,16062,0
03158,16063,0
03158,16064,0
03158,16065,0
03158,16066,0
03158,16067,0
03158,16068,0
03158,16069,0
03158,16070,0
03158,16071,0
03158,16072,0
03158,16073,0
03158,16074,0
03158,16075,0
03158,16076,0
03158,16077,0
03159,01001,0
03159,01002,29
03159,01003,22
03159,01004,0
03159,01051,10
03159,01053,20
03159,01054,14
03159,01055,22
03159,01056,23
03159,01057,17
03159,01058,23
03159,01059,12
03159,01060,29
03159,01061,14
03159,01062,26
03159,02000,347
03159,03101,200
03159,03102,65
03159,03103,52
03159,03151,82
03159,03153,1852
03159,03154,48
03159,03155,11673
03159,03157,79
03159,03158,95
03159,03159,0
03159,03241,972
03159,03251,26
03159,03252,102
03159,03254,479
03159,03255,585
03159,03256,26
03159,03257,46
03159,03351,49
03159,03352,26
03159,03353,46
03159,03354,0
03159,03355,40
03159,03356,0
03159,03357,19
03159,03358,35
03159,03359,22
03159,03360,16
03159,03361,19
03159,03401,0
03159,03402,0
03159,03403,33
03159,03404,19
03159,03405,0
03159,03451,12
03159,03452,26
03159,03453,14
03159,03454,40
03159,03455,17
03159,03456,11
03159,03457,12
03159,03458,18
03159,03459,29
03159,03460,15
03159,03461,0
03159,03462,0
03159,04011,60
03159,04012,0
03159,05111,47
03159,05112,42
03159,05113,29
03159,05114,11
03159,05116,11
03159,05117,12
03159,05119,0
03159,05120,0
03159,05122,11
03159,05124,11
03159,05154,13
03159,05158,25
03159,05162,27
03159,05166,12
03159,05170,29
03159,05314,34
03159,05315,102
03159,05316,0
03159,05334,41
03159,05358,0
03159,05362,27
03159,05366,0
03159,05370,0
03159,05374,11
03159,05378,19
03159,05382,27
03159,05512,0
03159,05513,13
03159,05515,43
03159,05554,0
03159,05558,12
03159,05562,30
03159,05566,24
03159,05570,30
03159,05711,54
03159,05754,29
03159,05758,19
03159,05762,155
03159,05766,43
03159,05770,32
03159,05774,50
03159,05911,25
03159,05913,61
03159,05914,12
03159,05915,0
03159,05916,0
03159,05954,12
03159,05958,30
03159,05962,22
03159,05966,0
03159,05970,13
03159,05974,25
03159,05978,72
03159,06411,13
03159,06412,93
03159,06413,0
03159,06414,21
03159,06431,0
03159,06432,24
03159,06433,18
03159,06434,25
03159,06435,30
03159,06436,15
03159,06437,0
03159,06438,24
03159,06439,11
03159,06440,26
03159,06531,30
03159,06532,16
03159,06533,0
03159,06534,47
03159,06535,35
03159,06611,1734
03159,06631,49
03159,06632,88
03159,06633,2745
03159,06634,332
03159,06635,86
03159,06636,2359
03159,07111,0
03159,07131,0
03159,07132,0
03159,07133,0
03159,07134,0
03159,07135,0
03159,07137,0
03159,07138,11
03159,07140,0
03159,07141,0
03159,07143,0
03159,07211,0
03159,07231,0
03159,07232,0
03159,07233,0
03159,07235,0
03159,07311,0
03159,07312,0
03159,07313,0
03159,07314,0
03159,07315,17
03159,07316,0
03159,07317,0
03159,07318,0
03159,07319,0
03159,07320,0
03159,07331,0
03159,07332,0
03159,07333,0
03159,07334,0
03159,07335,0
03159,07336,0
03159,07337,0
03159,07338,0
03159,07339,0
03159,07340,0
03159,08111,28
03159,08115,18
03159,08116,26
03159,08117,11
03159,08118,10
03159,08119,19
03159,08121,0
03159,08125,21
03159,08126,0
03159,08127,15
03159,08128,0
03159,08135,0
03159,08136,12
03159,08211,0
03159,08212,18
03159,08215,25
03159,08216,0
03159,08221,48
03159,08222,27
03159,08225,0
03159,08226,28
03159,08231,0
03159,08235,0
03159,08236,10
03159,08237,0
03159,08311,21
03159,08315,10
03159,08316,0
03159,08317,18
03159,08325,0
03159,08326,12
03159,08327,0
03159,08335,24
03159,08336,11
03159,08337,0
03159,08415,0
03159,08416,14
03159,08417,0
03159,08421,11
03159,08425,14
03159,08426,0
03159,08435,0
03159,08436,0
03159,08437,10
03159,09161,0
03159,09162,107
03159,09163,0
03159,09171,0
03159,09172,0
03159,09173,0
03159,09174,0
03159,09175,0
03159,09176,0
03159,09177,0
03159,09178,0
03159,09179,11
03159,09180,0
03159,09181,0
03159,09182,0
03159,09183,15
03159,09184,19
03159,09185,0
03159,09186,0
03159,09187,11
03159,09188,0
03159,09189,0
03159,09190,0
03159,09261,0
03159,09262,0
03159,09263,0
03159,09271,0
03159,09272,0
03159,09273,0
03159,09274,0
03159,09275,0
03159,09276,0
03159,09277,0
03159,09278,0
03159,09279,0
03159,09361,0
03159,09362,0
03159,09363,0
03159,09371,0
03159,09372,0
03159,09373,0
03159,09374,0
03159,09375,0
03159,09376,0
03159,09377,0
03159,09461,0
03159,09462,11
03159,09463,0
03159,09464,0
03159,09471,0
03159,09472,0
03159,09473,0
03159,09474,0
03159,09475,0
03159,09476,0
03159,09477,0
03159,09478,0
03159,09479,0
03159,09561,0
03159,09562,10
03159,09563,0
03159,09564,26
03159,09565,0
03159,09571,0
03159,09572,0
03159,09573,0
03159,09574,0
03159,09575,0
03159,09576,0
03159,09577,0
03159,09661,0
03159,09662,0
03159,09663,31
03159,09671,0
03159,09672,0
03159,09673,0
03159,09674,0
03159,09675,0
03159,09676,0
03159,09677,0
03159,09678,12
03159,09679,15
03159,09761,12
03159,09762,0
03159,09763,0
03159,09764,0
03159,09771,0
03159,09772,16
03159,09773,0
03159,09774,0
03159,09775,0
03159,09776,0
03159,09777,0
03159,09778,0
03159,09779,0
03159,09780,0
03159,10041,14
03159,10042,0
03159,10043,0
03159,10044,0
03159,10045,0
03159,10046,0
03159,11000,440
03159,12051,0
03159,12052,0
03159,12053,0
03159,12054,32
03159,12060,20
03159,12061,15
03159,12062,10
03159,12063,18
03159,12064,0
03159,12065,0
03159,12066,0
03159,12067,0
03159,12068,0
03159,12069,23
03159,12070,0
03159,12071,0
03159,12072,12
03159,12073,0
03159,13003,14
03159,13004,0
03159,13071,0
03159,13072,0
03159,13073,0
03159,13074,0
03159,13075,23
03159,13076,23
03159,14511,16
03159,14521,0
03159,14522,14
03159,14523,11
03159,14524,16
03159,14612,23
03159,14625,0
03159,14626,12
03159,14627,0
03159,14628,0
03159,14713,92
03159,14729,21
03159,14730,15
03159,15001,0
03159,15002,39
03159,15003,31
03159,15081,0
03159,15082,14
03159,15083,33
03159,15084,13
03159,15085,241
03159,15086,0
03159,15087,83
03159,15088,27
03159,15089,25
03159,15090,0
03159,15091,0
03159,16051,48
03159,16052,0
03159,16053,16
03159,16054,0
03159,16055,16
03159,16061,7121
03159,16062,1709
03159,16063,41
03159,16064,250
03159,16065,81
03159,16066,13
03159,16067,25
03159,16068,0
03159,16069,0
03159,16070,14
03159,16071,0
03159,16072,0
03159,16073,0
03159,16074,0
03159,16075,0
03159,16076,0
03159,16077,0
03241,01001,60
03241,01002,244
03241,01003,165
03241,01004,49
03241,01051,87
03241,01053,247
03241,01054,129
03241,01055,277
03241,01056,331
03241,01057,143
03241,01058,273
03241,01059,135
03241,01060,227
03241,01061,90
03241,01062,289
03241,02000,2466
03241,03101,3271
03241,03102,1234
03241,03103,873
03241,03151,2275
03241,03153,1345
03241,03154,681
03241,03155,1018
03241,03157,8676
03241,03158,1268
03241,03159,2043
03241,03241,0
03241,03251,852
03241,03252,7139
03241,03254,20087
03241,03255,818
03241,03256,6267
03241,03257,14679
03241,03351,12280
03241,03352,331
03241,03353,593
03241,03354,117
03241,03355,585
03241,03356,251
03241,03357,492
03241,03358,4888
03241,03359,326
03241,03360,592
03241,03361,714
03241,03401,167
03241,03402,52
03241,03403,500
03241,03404,482
03241,03405,156
03241,03451,255
03241,03452,310
03241,03453,270
03241,03454,431
03241,03455,139
03241,03456,155
03241,03457,233
03241,03458,323
03241,03459,553
03241,03460,359
03241,03461,125
03241,03462,54
03241,04011,1542
03241,04012,265
03241,05111,332
03241,05112,172
03241,05113,259
03241,05114,88
03241,05116,185
03241,05117,69
03241,05119,64
03241,05120,28
03241,05122,50
03241,05124,118
03241,05154,91
03241,05158,184
03241,05162,208
03241,05166,94
03241,05170,121
03241,05314,133
03241,05315,574
03241,05316,39
03241,05334,165
03241,05358,49
03241,05362,177
03241,05366,38
03241,05370,49
03241,05374,69
03241,05378,109
03241,05382,183
03241,05512,38
03241,05513,64
03241,05515,252
03241,05554,86
03241,05558,93
03241,05562,272
03241,05566,302
03241,05570,196
03241,05711,578
03241,05754,361
03241,05758,522
03241,05762,222
03241,05766,727
03241,05770,1652
03241,05774,291
03241,05911,143
03241,05913,307
03241,05914,162
03241,05915,114
03241,05916,48
03241,05954,117
03241,05958,103
03241,05962,100
03241,05966,61
03241,05970,111
03241,05974,130
03241,05978,214
03241,06411,51
03241,06412,272
03241,06413,49
03241,06414,79
03241,06431,74
03241,06432,74
03241,06433,82
03241,06434,73
03241,06435,122
03241,06436,72
03241,06437,12
03241,06438,138
03241,06439,52
03241,06440,120
03241,06531,87
03241,06532,101
03241,06533,45
03241,06534,95
03241,06535,36
03241,06611,385
03241,06631,113
03241,06632,102
03241,06633,347
03241,06634,181
03241,06635,87
03241,06636,181
03241,07111,31
03241,07131,31
03241,07132,23
03241,07133,18
03241,07134,30
03241,07135,0
03241,07137,28
03241,07138,39
03241,07140,0
03241,07141,16
03241,07143,51
03241,07211,22
03241,07231,16
03241,07232,11
03241,07233,0
03241,07235,16
03241,07311,0
03241,07312,25
03241,07313,11
03241,07314,51
03241,07315,77
03241,07316,10
03241,07317,0
03241,07318,10
03241,07319,14
03241,07320,0
03241,07331,26
03241,07332,41
03241,07333,17
03241,07334,14
03241,07335,17
03241,07336,0
03241,07337,20
03241,07338,38
03241,07339,68
03241,07340,17
03241,08111,170
03241,08115,109
03241,08116,126
03241,08117,53
03241,08118,141
03241,08119,87
03241,08121,19
03241,08125,68
03241,08126,16
03241,08127,72
03241,08128,31
03241,08135,16
03241,08136,290
03241,08211,10
03241,08212,90
03241,08215,72
03241,08216,32
03241,08221,54
03241,08222,116
03241,08225,24
03241,08226,125
03241,08231,26
03241,08235,36
03241,08236,30
03241,08237,14
03241,08311,60
03241,08315,67
03241,08316,33
03241,08317,54
03241,08325,19
03241,08326,36
03241,08327,17
03241,08335,47
03241,08336,15
03241,08337,38
03241,08415,63
03241,08416,45
03241,08417,36
03241,08421,26
03241,08425,43
03241,08426,27
03241,08435,22
03241,08436,27
03241,08437,13
03241,09161,22
03241,09162,694
03241,09163,15
03241,09171,0
03241,09172,0
03241,09173,20
03241,09174,91
03241,09175,38
03241,09176,11
03241,09177,39
03241,09178,72
03241,09179,87
03241,09180,19
03241,09181,40
03241,09182,17
03241,09183,23
03241,09184,145
03241,09185,0
03241,09186,27
03241,09187,59
03241,09188,33
03241,09189,29
03241,09190,27
03241,09261,23
03241,09262,0
03241,09263,0
03241,09271,18
03241,09272,0
03241,09273,21
03241,09274,37
03241,09275,23
03241,09276,0
03241,09277,0
03241,09278,21
03241,09279,0
03241,09361,0
03241,09362,33
03241,09363,0
03241,09371,15
03241,09372,15
03241,09373,18
03241,09374,0
03241,09375,21
03241,09376,29
03241,09377,0
03241,09461,28
03241,09462,35
03241,09463,0
03241,09464,17
03241,09471,31
03241,09472,20
03241,09473,0
03241,09474,31
03241,09475,13
03241,09476,0
03241,09477,10
03241,09478,10
03241,09479,0
03241,09561,0
03241,09562,28
03241,09563,40
03241,09564,197
03241,09565,14
03241,09571,31
03241,09572,40
03241,09573,40
03241,09574,43
03241,09575,11
03241,09576,33
03241,09577,0
03241,09661,15
03241,09662,17
03241,09663,38
03241,09671,56
03241,09672,10
03241,09673,16
03241,09674,21
03241,09675,14
03241,09676,23
03241,09677,21
03241,09678,19
03241,09679,40
03241,09761,118
03241,09762,0
03241,09763,0
03241,09764,0
03241,09771,39
03241,09772,64
03241,09773,0
03241,09774,27
03241,09775,31
03241,09776,10
03241,09777,21
03241,09778,27
03241,09779,0
03241,09780,22
03241,10041,56
03241,10042,11
03241,10043,0
03241,10044,22
03241,10045,21
03241,10046,0
03241,11000,2374
03241,12051,49
03241,12052,48
03241,12053,27
03241,12054,131
03241,12060,109
03241,12061,69
03241,12062,20
03241,12063,109
03241,12064,103
03241,12065,122
03241,12066,35
03241,12067,56
03241,12068,30
03241,12069,114
03241,12070,52
03241,12071,38
03241,12072,113
03241,12073,54
03241,13003,112
03241,13004,92
03241,13071,97
03241,13072,109
03241,13073,66
03241,13074,85
03241,13075,106
03241,13076,142
03241,14511,59
03241,14521,41
03241,14522,62
03241,14523,28
03241,14524,67
03241,14612,221
03241,14625,46
03241,14626,42
03241,14627,49
03241,14628,54
03241,14713,440
03241,14729,158
03241,14730,80
03241,15001,60
03241,15002,145
03241,15003,617
03241,15081,274
03241,15082,171
03241,15083,541
03241,15084,81
03241,15085,499
03241,15086,189
03241,15087,125
03241,15088,111
03241,15089,244
03241,15090,314
03241,15091,99
03241,16051,97
03241,16052,28
03241,16053,36
03241,16054,25
03241,16055,41
03241,16061,202
03241,16062,109
03241,16063,44
03241,16064,66
03241,16065,122
03241,16066,42
03241,16067,63
03241,16068,24
03241,16069,19
03241,16070,45
03241,16071,32
03241,16072,0
03241,16073,36
03241,16074,21
03241,16075,24
03241,16076,16
03241,16077,17
03251,01001,0
03251,01002,18
03251,01003,17
03251,01004,0
03251,01051,12
03251,01053,21
03251,01054,15
03251,01055,16
03251,01056,21
03251,01057,0
03251,01058,16
03251,01059,10
03251,01060,35
03251,01061,14
03251,01062,39
03251,02000,166
03251,03101,10
03251,03102,10
03251,03103,0
03251,03151,25
03251,03153,14
03251,03154,0
03251,03155,0
03251,03157,13
03251,03158,10
03251,03159,23
03251,03241,272
03251,03251,0
03251,03252,15
03251,03254,51
03251,03255,0
03251,03256,2308
03251,03257,50
03251,03351,34
03251,03352,153
03251,03353,83
03251,03354,0
03251,03355,53
03251,03356,499
03251,03357,350
03251,03358,111
03251,03359,32
03251,03360,18
03251,03361,1777
03251,03401,1623
03251,03402,16
03251,03403,299
03251,03404,355
03251,03405,36
03251,03451,127
03251,03452,46
03251,03453,414
03251,03454,142
03251,03455,40
03251,03456,64
03251,03457,101
03251,03458,2116
03251,03459,863
03251,03460,2232
03251,03461,172
03251,03462,18
03251,04011,6370
03251,04012,135
03251,05111,19
03251,05112,0
03251,05113,0
03251,05114,12
03251,05116,0
03251,05117,12
03251,05119,0
03251,05120,0
03251,05122,0
03251,05124,12
03251,05154,12
03251,05158,22
03251,05162,10
03251,05166,13
03251,05170,0
03251,05314,0
03251,05315,20
03251,05316,0
03251,05334,13
03251,05358,0
03251,05362,10
03251,05366,0
03251,05370,0
03251,05374,12
03251,05378,0
03251,05382,0
03251,05512,0
03251,05513,0
03251,05515,37
03251,05554,10
03251,05558,17
03251,05562,23
03251,05566,120
03251,05570,55
03251,05711,34
03251,05754,27
03251,05758,62
03251,05762,0
03251,05766,34
03251,05770,1644
03251,05774,52
03251,05911,11
03251,05913,33
03251,05914,0
03251,05915,10
03251,05916,0
03251,05954,19
03251,05958,0
03251,05962,16
03251,05966,0
03251,05970,0
03251,05974,12
03251,05978,32
03251,06411,0
03251,06412,0
03251,06413,0
03251,06414,18
03251,06431,0
03251,06432,0
03251,06433,18
03251,06434,0
03251,06435,0
03251,06436,0
03251,06437,0
03251,06438,0
03251,06439,0
03251,06440,0
03251,06531,14
03251,06532,0
03251,06533,0
03251,06534,10
03251,06535,0
03251,06611,0
03251,06631,0
03251,06632,0
03251,06633,14
03251,06634,0
03251,06635,0
03251,06636,13
03251,07111,0
03251,07131,0
03251,07132,0
03251,07133,11
03251,07134,0
03251,07135,0
03251,07137,0
03251,07138,0
03251,07140,30
03251,07141,0
03251,07143,0
03251,07211,0
03251,07231,0
03251,07232,0
03251,07233,0
03251,07235,0
03251,07311,0
03251,07312,0
03251,07313,0
03251,07314,0
03251,07315,14
03251,07316,0
03251,07317,0
03251,07318,0
03251,07319,0
03251,07320,0
03251,07331,0
03251,07332,0
03251,07333,0
03251,07334,0
03251,07335,0
03251,07336,0
03251,07337,0
03251,07338,0
03251,07339,0
03251,07340,0
03251,08111,21
03251,08115,0
03251,08116,15
03251,08117,0
03251,08118,0
03251,08119,10
03251,08121,0
03251,08125,0
03251,08126,0
03251,08127,0
03251,08128,0
03251,08135,0
03251,08136,0
03251,08211,0
03251,08212,0
03251,08215,13
03251,08216,0
03251,08221,0
03251,08222,0
03251,08225,0
03251,08226,12
03251,08231,0
03251,08235,0
03251,08236,0
03251,08237,0
03251,08311,0
03251,08315,0
03251,08316,0
03251,08317,0
03251,08325,0
03251,08326,0
03251,08327,0
03251,08335,0
03251,08336,10
03251,08337,10
03251,08415,0
03251,08416,0
03251,08417,0
03251,08421,0
03251,08425,0
03251,08426,0
03251,08435,0
03251,08436,0
03251,08437,0
03251,09161,0
03251,09162,18
03251,09163,0
03251,09171,0
03251,09172,0
03251,09173,0
03251,09174,0
03251,09175,0
03251,09176,0
03251,09177,0
03251,09178,0
03251,09179,0
03251,09180,0
03251,09181,0
03251,09182,0
03251,09183,0
03251,09184,0
03251,09185,0
03251,09186,0
03251,09187,0
03251,09188,0
03251,09189,0
03251,09190,0
03251,09261,0
03251,09262,0
03251,09263,0
03251,09271,0
03251,09272,0
03251,09273,0
03251,09274,0
03251,09275,0
03251,09276,0
03251,09277,0
03251,09278,0
03251,09279,0
03251,09361,0
03251,09362,0
03251,09363,0
03251,09371,0
03251,09372,0
03251,09373,0
03251,09374,0
03251,09375,19
03251,09376,0
03251,09377,0
03251,09461,0
03251,09462,0
03251,09463,0
03251,09464,0
03251,09471,0
03251,09472,0
03251,09473,0
03251,09474,0
03251,09475,0
03251,09476,0
03251,09477,0
03251,09478,0
03251,09479,0
03251,09561,0
03251,09562,0
03251,09563,0
03251,09564,0
03251,09565,0
03251,09571,0
03251,09572,0
03251,09573,0
03251,09574,0
03251,09575,0
03251,09576,0
03251,09577,0
03251,09661,0
03251,09662,0
03251,09663,0
03251,09671,10
03251,09672,0
03251,09673,0
03251,09674,0
03251,09675,0
03251,09676,0
03251,09677,0
03251,09678,0
03251,09679,0
03251,09761,0
03251,09762,0
03251,09763,0
03251,09764,0
03251,09771,0
03251,09772,0
03251,09773,0
03251,09774,0
03251,09775,0
03251,09776,0
03251,09777,0
03251,09778,0
03251,09779,0
03251,09780,0
03251,10041,0
03251,10042,0
03251,10043,0
03251,10044,0
03251,10045,0
03251,10046,0
03251,11000,66
03251,12051,13
03251,12052,0
03251,12053,0
03251,12054,0
03251,12060,0
03251,12061,0
03251,12062,0
03251,12063,0
03251,12064,0
03251,12065,0
03251,12066,0
03251,12067,0
03251,12068,10
03251,12069,17
03251,12070,15
03251,12071,0
03251,12072,0
03251,12073,0
03251,13003,14
03251,13004,0
03251,13071,18
03251,13072,20
03251,13073,18
03251,13074,22
03251,13075,19
03251,13076,30
03251,14511,0
03251,14521,0
03251,14522,0
03251,14523,0
03251,14524,0
03251,14612,12
03251,14625,0
03251,14626,0
03251,14627,0
03251,14628,0
03251,14713,23
03251,14729,17
03251,14730,12
03251,15001,0
03251,15002,0
03251,15003,0
03251,15081,0
03251,15082,11
03251,15083,17
03251,15084,19
03251,15085,17
03251,15086,20
03251,15087,0
03251,15088,0
03251,15089,16
03251,15090,23
03251,15091,0
03251,16051,0
03251,16052,0
03251,16053,0
03251,16054,0
03251,16055,0
03251,16061,0
03251,16062,0
03251,16063,0
03251,16064,10
03251,16065,0
03251,16066,0
03251,16067,0
03251,16068,0
03251,16069,0
03251,16070,0
03251,16071,0
03251,16072,0
03251,16073,0
03251,16074,0
03251,16075,0
03251,16076,0
03251,16077,0
03252,01001,11
03252,01002,11
03252,01003,0
03252,01004,0
03252,01051,31
03252,01053,0
03252,01054,15
03252,01055,0
03252,01056,11
03252,01057,0
03252,01058,0
03252,01059,0
03252,01060,0
03252,01061,13
03252,01062,0
03252,02000,76
03252,03101,20
03252,03102,0
03252,03103,0
03252,03151,13
03252,03153,30
03252,03154,14
03252,03155,74
03252,03157,27
03252,03158,14
03252,03159,74
03252,03241,2550
03252,03251,10
03252,03252,0
03252,03254,924
03252,03255,2039
03252,03256,78
03252,03257,2288
03252,03351,27
03252,03352,13
03252,03353,20
03252,03354,0
03252,03355,0
03252,03356,0
03252,03357,10
03252,03358,23
03252,03359,11
03252,03360,0
03252,03361,11
03252,03401,0
03252,03402,0
03252,03403,0
03252,03404,19
03252,03405,0
03252,03451,0
03252,03452,0
03252,03453,22
03252,03454,12
03252,03455,0
03252,03456,0
03252,03457,10
03252,03458,12
03252,03459,27
03252,03460,0
03252,03461,0
03252,03462,0
03252,04011,31
03252,04012,0
03252,05111,27
03252,05112,11
03252,05113,27
03252,05114,15
03252,05116,0
03252,05117,0
03252,05119,10
03252,05120,0
03252,05122,0
03252,05124,39
03252,05154,0
03252,05158,35
03252,05162,0
03252,05166,13
03252,05170,10
03252,05314,0
03252,05315,26
03252,05316,0
03252,05334,16
03252,05358,0
03252,05362,21
03252,05366,0
03252,05370,0
03252,05374,0
03252,05378,0
03252,05382,14
03252,05512,0
03252,05513,0
03252,05515,13
03252,05554,0
03252,05558,0
03252,05562,12
03252,05566,25
03252,05570,25
03252,05711,74
03252,05754,47
03252,05758,107
03252,05762,511
03252,05766,3630
03252,05770,312
03252,05774,114
03252,05911,0
03252,05913,22
03252,05914,0
03252,05915,0
03252,05916,0
03252,05954,27
03252,05958,12
03252,05962,0
03252,05966,0
03252,05970,0
03252,05974,23
03252,05978,13
03252,06411,0
03252,06412,14
03252,06413,0
03252,06414,0
03252,06431,0
03252,06432,0
03252,06433,0
03252,06434,0
03252,06435,0
03252,06436,0
03252,06437,0
03252,06438,0
03252,06439,0
03252,06440,0
03252,06531,10
03252,06532,0
03252,06533,0
03252,06534,0
03252,06535,0
03252,06611,12
03252,06631,0
03252,06632,0
03252,06633,20
03252,06634,0
03252,06635,0
03252,06636,0
03252,07111,0
03252,07131,0
03252,07132,0
03252,07133,0
03252,07134,0
03252,07135,0
03252,07137,14
03252,07138,0
03252,07140,0
03252,07141,0
03252,07143,0
03252,07211,0
03252,07231,0
03252,07232,0
03252,07233,0
03252,07235,0
03252,07311,0
03252,07312,0
03252,07313,0
03252,07314,0
03252,07315,0
03252,07316,0
03252,07317,0
03252,07318,0
03252,07319,0
03252,07320,0
03252,07331,0
03252,07332,0
03252,07333,0
03252,07334,0
03252,07335,0
03252,07336,0
03252,07337,0
03252,07338,0
03252,07339,0
03252,07340,0
03252,08111,0
03252,08115,0
03252,08116,13
03252,08117,0
03252,08118,0
03252,08119,0
03252,08121,0
03252,08125,0
03252,08126,0
03252,08127,0
03252,08128,0
03252,08135,0
03252,08136,0
03252,08211,0
03252,08212,0
03252,08215,0
03252,08216,0
03252,08221,0
03252,08222,0
03252,08225,0
03252,08226,0
03252,08231,0
03252,08235,0
03252,08236,0
03252,08237,0
03252,08311,0
03252,08315,10
03252,08316,0
03252,08317,0
03252,08325,0
03252,08326,0
03252,08327,0
03252,08335,0
03252,08336,0
03252,08337,0
03252,08415,0
03252,08416,0
03252,08417,0
03252,08421,0
03252,08425,0
03252,08426,0
03252,08435,0
03252,08436,0
03252,08437,0
03252,09161,0
03252,09162,15
03252,09163,0
03252,09171,0
03252,09172,0
03252,09173,0
03252,09174,0
03252,09175,0
03252,09176,0
03252,09177,0
03252,09178,0
03252,09179,0
03252,09180,0
03252,09181,0
03252,09182,0
03252,09183,0
03252,09184,0
03252,09185,0
03252,09186,0
03252,09187,0
03252,09188,0
03252,09189,0
03252,09190,0
03252,09261,0
03252,09262,0
03252,09263,0
03252,09271,0
03252,09272,0
03252,09273,0
03252,09274,0
03252,09275,0
03252,09276,0
03252,09277,0
03252,09278,0
03252,09279,0
03252,09361,0
03252,09362,0
03252,09363,0
03252,09371,0
03252,09372,0
03252,09373,0
03252,09374,0
03252,09375,0
03252,09376,0
03252,09377,0
03252,09461,0
03252,09462,0
03252,09463,0
03252,09464,0
03252,09471,0
03252,09472,0
03252,09473,0
03252,09474,0
03252,09475,0
03252,09476,0
