ags_work,ags_home,total
01003,14524,0
01003,14612,37
01003,14625,0
01003,14626,0
01003,14627,0
01003,14628,0
01003,14713,78
01003,14729,0
01003,14730,13
01003,15001,0
01003,15002,15
01003,15003,19
01003,15081,14
01003,15082,0
01003,15083,30
01003,15084,11
01003,15085,0
01003,15086,0
01003,15087,62
01003,15088,15
01003,15089,0
01003,15090,0
01003,15091,0
01003,16051,13
01003,16052,0
01003,16053,0
01003,16054,0
01003,16055,0
01003,16061,0
01003,16062,10
01003,16063,0
01003,16064,0
01003,16065,0
01003,16066,0
01003,16067,13
01003,16068,0
01003,16069,0
01003,16070,0
01003,16071,0
01003,16072,0
01003,16073,0
01003,16074,0
01003,16075,0
01003,16076,0
01003,16077,0
01004,01001,158
01004,01002,2135
01004,01003,180
01004,01004,0
01004,01051,245
01004,01053,141
01004,01054,200
01004,01055,339
01004,01056,520
01004,01057,1979
01004,01058,6009
01004,01059,442
01004,01060,4711
01004,01061,1087
01004,01062,201
01004,02000,852
01004,03101,0
01004,03102,0
01004,03103,0
01004,03151,0
01004,03153,0
01004,03154,0
01004,03155,0
01004,03157,0
01004,03158,0
01004,03159,0
01004,03241,46
01004,03251,10
01004,03252,0
01004,03254,0
01004,03255,0
01004,03256,16
01004,03257,0
01004,03351,123
01004,03352,60
01004,03353,65
01004,03354,0
01004,03355,83
01004,03356,13
01004,03357,44
01004,03358,161
01004,03359,43
01004,03360,29
01004,03361,0
01004,03401,0
01004,03402,0
01004,03403,0
01004,03404,0
01004,03405,163
01004,03451,10
01004,03452,84
01004,03453,11
01004,03454,10
01004,03455,119
01004,03456,0
01004,03457,22
01004,03458,0
01004,03459,0
01004,03460,0
01004,03461,0
01004,03462,98
01004,04011,17
01004,04012,0
01004,05111,0
01004,05112,11
01004,05113,0
01004,05114,0
01004,05116,0
01004,05117,0
01004,05119,0
01004,05120,0
01004,05122,0
01004,05124,0
01004,05154,38
01004,05158,0
01004,05162,0
01004,05166,0
01004,05170,32
01004,05314,0
01004,05315,37
01004,05316,0
01004,05334,0
01004,05358,41
01004,05362,24
01004,05366,15
01004,05370,15
01004,05374,0
01004,05378,10
01004,05382,25
01004,05512,0
01004,05513,0
01004,05515,0
01004,05554,0
01004,05558,0
01004,05562,15
01004,05566,15
01004,05570,23
01004,05711,0
01004,05754,10
01004,05758,0
01004,05762,14
01004,05766,0
01004,05770,0
01004,05774,0
01004,05911,0
01004,05913,0
01004,05914,0
01004,05915,11
01004,05916,0
01004,05954,10
01004,05958,0
01004,05962,0
01004,05966,0
01004,05970,14
01004,05974,0
01004,05978,26
01004,06411,0
01004,06412,0
01004,06413,0
01004,06414,0
01004,06431,0
01004,06432,0
01004,06433,0
01004,06434,0
01004,06435,0
01004,06436,0
01004,06437,0
01004,06438,10
01004,06439,0
01004,06440,0
01004,06531,0
01004,06532,0
01004,06533,0
01004,06534,0
01004,06535,0
01004,06611,0
01004,06631,0
01004,06632,0
01004,06633,0
01004,06634,0
01004,06635,0
01004,06636,0
01004,07111,22
01004,07131,16
01004,07132,0
01004,07133,0
01004,07134,0
01004,07135,36
01004,07137,32
01004,07138,18
01004,07140,0
01004,07141,0
01004,07143,0
01004,07211,0
01004,07231,0
01004,07232,0
01004,07233,21
01004,07235,0
01004,07311,0
01004,07312,0
01004,07313,0
01004,07314,0
01004,07315,0
01004,07316,0
01004,07317,0
01004,07318,0
01004,07319,0
01004,07320,0
01004,07331,0
01004,07332,0
01004,07333,0
01004,07334,0
01004,07335,0
01004,07336,0
01004,07337,0
01004,07338,0
01004,07339,0
01004,07340,0
01004,08111,0
01004,08115,0
01004,08116,0
01004,08117,10
01004,08118,0
01004,08119,0
01004,08121,0
01004,08125,0
01004,08126,0
01004,08127,0
01004,08128,0
01004,08135,0
01004,08136,0
01004,08211,0
01004,08212,0
01004,08215,0
01004,08216,0
01004,08221,0
01004,08222,0
01004,08225,0
01004,08226,0
01004,08231,0
01004,08235,0
01004,08236,0
01004,08237,0
01004,08311,0
01004,08315,0
01004,08316,0
01004,08317,0
01004,08325,0
01004,08326,0
01004,08327,0
01004,08335,0
01004,08336,0
01004,08337,0
01004,08415,0
01004,08416,0
01004,08417,10
01004,08421,0
01004,08425,12
01004,08426,0
01004,08435,0
01004,08436,0
01004,08437,34
01004,09161,11
01004,09162,15
01004,09163,0
01004,09171,0
01004,09172,0
01004,09173,0
01004,09174,0
01004,09175,0
01004,09176,0
01004,09177,0
01004,09178,0
01004,09179,0
01004,09180,0
01004,09181,0
01004,09182,0
01004,09183,0
01004,09184,0
01004,09185,0
01004,09186,0
01004,09187,0
01004,09188,0
01004,09189,0
01004,09190,0
01004,09261,0
01004,09262,0
01004,09263,0
01004,09271,0
01004,09272,0
01004,09273,0
01004,09274,0
01004,09275,0
01004,09276,0
01004,09277,0
01004,09278,0
01004,09279,0
01004,09361,0
01004,09362,0
01004,09363,0
01004,09371,0
01004,09372,0
01004,09373,0
01004,09374,0
01004,09375,0
01004,09376,0
01004,09377,0
01004,09461,0
01004,09462,0
01004,09463,0
01004,09464,0
01004,09471,0
01004,09472,0
01004,09473,0
01004,09474,0
01004,09475,0
01004,09476,0
01004,09477,0
01004,09478,0
01004,09479,0
01004,09561,0
01004,09562,0
01004,09563,0
01004,09564,0
01004,09565,0
01004,09571,0
01004,09572,0
01004,09573,0
01004,09574,0
01004,09575,0
01004,09576,0
01004,09577,0
01004,09661,0
01004,09662,0
01004,09663,0
01004,09671,0
01004,09672,0
01004,09673,0
01004,09674,0
01004,09675,0
01004,09676,0
01004,09677,0
01004,09678,0
01004,09679,0
01004,09761,0
01004,09762,0
01004,09763,0
01004,09764,0
01004,09771,0
01004,09772,0
01004,09773,10
01004,09774,10
01004,09775,0
01004,09776,0
01004,09777,0
01004,09778,0
01004,09779,0
01004,09780,0
01004,10041,0
01004,10042,0
01004,10043,0
01004,10044,0
01004,10045,0
01004,10046,0
01004,11000,724
01004,12051,0
01004,12052,0
01004,12053,0
01004,12054,44
01004,12060,17
01004,12061,29
01004,12062,0
01004,12063,19
01004,12064,44
01004,12065,43
01004,12066,0
01004,12067,36
01004,12068,10
01004,12069,19
01004,12070,0
01004,12071,0
01004,12072,33
01004,12073,0
01004,13003,31
01004,13004,64
01004,13071,42
01004,13072,28
01004,13073,28
01004,13074,82
01004,13075,18
01004,13076,653
01004,14511,0
01004,14521,0
01004,14522,0
01004,14523,0
01004,14524,0
01004,14612,33
01004,14625,18
01004,14626,0
01004,14627,14
01004,14628,11
01004,14713,52
01004,14729,14
01004,14730,0
01004,15001,0
01004,15002,0
01004,15003,0
01004,15081,0
01004,15082,0
01004,15083,0
01004,15084,0
01004,15085,0
01004,15086,0
01004,15087,0
01004,15088,14
01004,15089,0
01004,15090,0
01004,15091,0
01004,16051,0
01004,16052,0
01004,16053,0
01004,16054,0
01004,16055,0
01004,16061,0
01004,16062,10
01004,16063,0
01004,16064,0
01004,16065,32
01004,16066,0
01004,16067,0
01004,16068,0
01004,16069,0
01004,16070,0
01004,16071,0
01004,16072,0
01004,16073,0
01004,16074,0
01004,16075,0
01004,16076,0
01004,16077,15
01051,01001,70
01051,01002,105
01051,01003,51
01051,01004,38
01051,01051,0
01051,01053,28
01051,01054,1169
01051,01055,55
01051,01056,291
01051,01057,48
01051,01058,892
01051,01059,405
01051,01060,112
01051,01061,1995
01051,01062,48
01051,02000,461
01051,03101,0
01051,03102,0
01051,03103,0
01051,03151,0
01051,03153,0
01051,03154,0
01051,03155,0
01051,03157,0
01051,03158,0
01051,03159,12
01051,03241,24
01051,03251,28
01051,03252,0
01051,03254,0
01051,03255,0
01051,03256,0
01051,03257,0
01051,03351,0
01051,03352,26
01051,03353,52
01051,03354,0
01051,03355,10
01051,03356,0
01051,03357,11
01051,03358,0
01051,03359,61
01051,03360,0
01051,03361,0
01051,03401,0
01051,03402,0
01051,03403,0
01051,03404,0
01051,03405,0
01051,03451,0
01051,03452,0
01051,03453,0
01051,03454,16
01051,03455,0
01051,03456,0
01051,03457,0
01051,03458,0
01051,03459,0
01051,03460,0
01051,03461,0
01051,03462,0
01051,04011,19
01051,04012,0
01051,05111,0
01051,05112,24
01051,05113,0
01051,05114,0
01051,05116,0
01051,05117,0
01051,05119,0
01051,05120,0
01051,05122,0
01051,05124,0
01051,05154,0
01051,05158,0
01051,05162,13
01051,05166,0
01051,05170,0
01051,05314,0
01051,05315,0
01051,05316,0
01051,05334,0
01051,05358,0
01051,05362,0
01051,05366,0
01051,05370,0
01051,05374,0
01051,05378,0
01051,05382,0
01051,05512,0
01051,05513,0
01051,05515,0
01051,05554,0
01051,05558,0
01051,05562,0
01051,05566,14
01051,05570,0
01051,05711,0
01051,05754,0
01051,05758,0
01051,05762,0
01051,05766,0
01051,05770,0
01051,05774,0
01051,05911,0
01051,05913,0
01051,05914,0
01051,05915,0
01051,05916,0
01051,05954,0
01051,05958,0
01051,05962,0
01051,05966,0
01051,05970,0
01051,05974,0
01051,05978,0
01051,06411,0
01051,06412,0
01051,06413,0
01051,06414,0
01051,06431,0
01051,06432,0
01051,06433,0
01051,06434,0
01051,06435,0
01051,06436,0
01051,06437,0
01051,06438,0
01051,06439,0
01051,06440,0
01051,06531,0
01051,06532,0
01051,06533,0
01051,06534,0
01051,06535,0
01051,06611,0
01051,06631,0
01051,06632,0
01051,06633,0
01051,06634,0
01051,06635,0
01051,06636,0
