s,a,k,h,I
2023-05-05,35-59,1,31,1628
2023-05-05,60-79,1,102,2038
2023-05-05,80+,1,153,1926
2023-05-05,00-04,2,0,138
2023-05-05,05-14,2,1,73
2023-05-05,15-34,2,1,754
2023-05-05,35-59,2,2,1628
2023-05-05,60-79,2,13,2038
2023-05-05,80+,2,27,1926
2023-05-05,00-04,3,1,138
2023-05-05,05-14,3,0,73
2023-05-05,15-34,3,0,754
2023-05-05,35-59,3,3,1628
2023-05-05,60-79,3,9,2038
2023-05-05,80+,3,17,1926
2023-05-05,00-04,4,0,138
2023-05-05,05-14,4,0,73
2023-05-05,15-34,4,0,754
2023-05-05,35-59,4,0,1628
2023-05-05,60-79,4,0,2038
2023-05-05,80+,4,1,1926
2023-05-05,00-04,5,1,138
2023-05-05,05-14,5,0,73
2023-05-05,15-34,5,0,754
2023-05-05,35-59,5,0,1628
2023-05-05,60-79,5,2,2038
2023-05-05,80+,5,0,1926
2023-05-05,00-04,6,0,138
2023-05-05,05-14,6,0,73
2023-05-05,15-34,6,0,754
2023-05-05,35-59,6,0,1628
2023-05-05,60-79,6,2,2038
2023-05-05,80+,6,0,1926
2023-05-05,00-04,7,0,138
2023-05-05,05-14,7,0,73
2023-05-05,15-34,7,0,754
2023-05-05,35-59,7,0,1628
2023-05-05,60-79,7,1,2038
2023-05-05,80+,7,3,1926
2023-05-06,00-04,0,41,143
2023-05-06,05-14,0,12,85
2023-05-06,15-34,0,50,789
2023-05-06,35-59,0,186,1696
2023-05-06,60-79,0,658,2112
2023-05-06,80+,0,820,1991
2023-05-06,00-04,1,8,143
2023-05-06,05-14,1,1,85
2023-05-06,15-34,1,19,789
2023-05-06,35-59,1,52,1696
2023-05-06,60-79,1,164,2112
2023-05-06,80+,1,227,1991
2023-05-06,00-04,2,0,143
2023-05-06,05-14,2,1,85
2023-05-06,15-34,2,1,789
2023-05-06,35-59,2,3,1696
2023-05-06,60-79,2,11,2112
2023-05-06,80+,2,33,1991
2023-05-06,00-04,3,2,143
2023-05-06,05-14,3,0,85
2023-05-06,15-34,3,0,789
2023-05-06,35-59,3,4,1696
2023-05-06,60-79,3,8,2112
2023-05-06,80+,3,19,1991
2023-05-06,00-04,4,0,143
2023-05-06,05-14,4,0,85
2023-05-06,15-34,4,0,789
2023-05-06,35-59,4,0,1696
2023-05-06,60-79,4,0,2112
2023-05-06,80+,4,1,1991
2023-05-06,00-04,5,1,143
2023-05-06,05-14,5,0,85
2023-05-06,15-34,5,0,789
2023-05-06,35-59,5,0,1696
2023-05-06,60-79,5,2,2112
2023-05-06,80+,5,0,1991
2023-05-06,00-04,6,0,143
2023-05-06,05-14,6,0,85
2023-05-06,15-34,6,0,789
2023-05-06,35-59,6,0,1696
2023-05-06,60-79,6,2,2112
2023-05-06,80+,6,0,1991
2023-05-06,00-04,7,0,143
2023-05-06,05-14,7,0,85
2023-05-06,15-34,7,0,789
2023-05-06,35-59,7,0,1696
2023-05-06,60-79,7,2,2112
2023-05-06,80+,7,3,1991
2023-05-07,00-04,0,39,140
2023-05-07,05-14,0,12,82
2023-05-07,15-34,0,47,761
2023-05-07,35-59,0,181,1660
2023-05-07,60-79,0,631,2047
2023-05-07,80+,0,786,1928
2023-05-07,00-04,1,8,140
2023-05-07,05-14,1,1,82
2023-05-07,15-34,1,20,761
2023-05-07,35-59,1,53,1660
2023-05-07,60-79,1,190,2047
2023-05-07,80+,1,245,1928
2023-05-07,00-04,2,0,140
2023-05-07,05-14,2,1,82
2023-05-07,15-34,2,1,761
2023-05-07,35-59,2,3,1660
2023-05-07,60-79,2,14,2047
2023-05-07,80+,2,32,1928
2023-05-07,00-04,3,2,140
2023-05-07,05-14,3,0,82
2023-05-07,15-34,3,0,761
2023-05-07,35-59,3,4,1660
2023-05-07,60-79,3,9,2047
2023-05-07,80+,3,19,1928
2023-05-07,00-04,4,0,140
2023-05-07,05-14,4,0,82
2023-05-07,15-34,4,0,761
2023-05-07,35-59,4,0,1660
2023-05-07,60-79,4,0,2047
2023-05-07,80+,4,1,1928
2023-05-07,00-04,5,1,140
2023-05-07,05-14,5,0,82
2023-05-07,15-34,5,0,761
2023-05-07,35-59,5,0,1660
2023-05-07,60-79,5,2,2047
2023-05-07,80+,5,1,1928
2023-05-07,00-04,6,0,140
2023-05-07,05-14,6,0,82
2023-05-07,15-34,6,0,761
2023-05-07,35-59,6,0,1660
2023-05-07,60-79,6,2,2047
2023-05-07,80+,6,0,1928
2023-05-07,00-04,7,0,140
2023-05-07,05-14,7,0,82
2023-05-07,15-34,7,0,761
2023-05-07,35-59,7,0,1660
2023-05-07,60-79,7,2,2047
2023-05-07,80+,7,3,1928
2023-05-08,00-04,0,42,134
2023-05-08,05-14,0,13,80
2023-05-08,15-34,0,58,756
2023-05-08,35-59,0,201,1635
2023-05-08,60-79,0,715,1994
2023-05-08,80+,0,900,1876
2023-05-08,00-04,1,4,134
2023-05-08,05-14,1,1,80
2023-05-08,15-34,1,14,756
2023-05-08,35-59,1,26,1635
2023-05-08,60-79,1,95,1994
2023-05-08,80+,1,134,1876
2023-05-08,00-04,2,0,134
2023-05-08,05-14,2,0,80
2023-05-08,15-34,2,0,756
2023-05-08,35-59,2,5,1635
2023-05-08,60-79,2,13,1994
2023-05-08,80+,2,25,1876
2023-05-08,00-04,3,2,134
2023-05-08,05-14,3,0,80
2023-05-08,15-34,3,0,756
2023-05-08,35-59,3,2,1635
2023-05-08,60-79,3,8,1994
2023-05-08,80+,3,14,1876
2023-05-08,00-04,4,0,134
2023-05-08,05-14,4,0,80
2023-05-08,15-34,4,0,756
2023-05-08,35-59,4,0,1635
2023-05-08,60-79,4,0,1994
2023-05-08,80+,4,1,1876
2023-05-08,00-04,5,1,134
2023-05-08,05-14,5,0,80
2023-05-08,15-34,5,0,756
2023-05-08,35-59,5,0,1635
2023-05-08,60-79,5,3,1994
2023-05-08,80+,5,2,1876
2023-05-08,00-04,6,0,134
2023-05-08,05-14,6,0,80
2023-05-08,15-34,6,0,756
2023-05-08,35-59,6,0,1635
2023-05-08,60-79,6,2,1994
2023-05-08,80+,6,1,1876
2023-05-08,00-04,7,0,134
2023-05-08,05-14,7,0,80
2023-05-08,15-34,7,0,756
2023-05-08,35-59,7,0,1635
2023-05-08,60-79,7,1,1994
2023-05-08,80+,7,2,1876
2023-05-09,00-04,0,63,184
2023-05-09,05-14,0,13,100
2023-05-09,15-34,0,81,971
2023-05-09,35-59,0,246,2058
2023-05-09,60-79,0,890,2580
2023-05-09,80+,0,1119,2425
2023-05-09,00-04,1,7,184
2023-05-09,05-14,1,1,100
2023-05-09,15-34,1,9,971
2023-05-09,35-59,1,43,2058
2023-05-09,60-79,1,126,2580
2023-05-09,80+,1,174,2425
2023-05-09,00-04,2,1,184
2023-05-09,05-14,2,0,100
2023-05-09,15-34,2,0,971
2023-05-09,35-59,2,5,2058
2023-05-09,60-79,2,21,2580
2023-05-09,80+,2,30,2425
2023-05-09,00-04,3,1,184
2023-05-09,05-14,3,0,100
2023-05-09,15-34,3,0,971
2023-05-09,35-59,3,2,2058
2023-05-09,60-79,3,6,2580
2023-05-09,80+,3,10,2425
2023-05-09,00-04,4,0,184
2023-05-09,05-14,4,0,100
2023-05-09,15-34,4,0,971
2023-05-09,35-59,4,1,2058
2023-05-09,60-79,4,4,2580
2023-05-09,80+,4,1,2425
2023-05-09,00-04,5,1,184
2023-05-09,05-14,5,0,100
2023-05-09,15-34,5,0,971
2023-05-09,35-59,5,0,2058
2023-05-09,60-79,5,3,2580
2023-05-09,80+,5,1,2425
2023-05-09,00-04,6,0,184
2023-05-09,05-14,6,0,100
2023-05-09,15-34,6,0,971
2023-05-09,35-59,6,0,2058
2023-05-09,60-79,6,2,2580
2023-05-09,80+,6,2,2425
2023-05-09,00-04,7,0,184
2023-05-09,05-14,7,0,100
2023-05-09,15-34,7,0,971
2023-05-09,35-59,7,0,2058
2023-05-09,60-79,7,0,2580
2023-05-09,80+,7,3,2425
2023-05-10,00-04,0,51,154
2023-05-10,05-14,0,13,77
2023-05-10,15-34,0,69,937
2023-05-10,35-59,0,196,1875
2023-05-10,60-79,0,767,2222
2023-05-10,80+,0,908,2000
2023-05-10,00-04,1,4,154
2023-05-10,05-14,1,0,77
2023-05-10,15-34,1,10,937
2023-05-10,35-59,1,28,1875
2023-05-10,60-79,1,110,2222
2023-05-10,80+,1,139,2000
2023-05-10,00-04,2,2,154
2023-05-10,05-14,2,0,77
2023-05-10,15-34,2,0,937
2023-05-10,35-59,2,3,1875
2023-05-10,60-79,2,15,2222
2023-05-10,80+,2,24,2000
2023-05-10,00-04,3,0,154
2023-05-10,05-14,3,0,77
2023-05-10,15-34,3,0,937
2023-05-10,35-59,3,1,1875
2023-05-10,60-79,3,6,2222
2023-05-10,80+,3,6,2000
2023-05-10,00-04,4,0,154
2023-05-10,05-14,4,0,77
2023-05-10,15-34,4,0,937
2023-05-10,35-59,4,3,1875
2023-05-10,60-79,4,4,2222
2023-05-10,80+,4,3,2000
2023-05-10,00-04,5,0,154
2023-05-10,05-14,5,0,77
2023-05-10,15-34,5,0,937
2023-05-10,35-59,5,0,1875
2023-05-10,60-79,5,1,2222
2023-05-10,80+,5,0,2000
2023-05-10,00-04,6,0,154
2023-05-10,05-14,6,0,77
2023-05-10,15-34,6,0,937
2023-05-10,35-59,6,0,1875
2023-05-10,60-79,6,1,2222
2023-05-10,80+,6,3,2000
2023-05-10,00-04,7,0,154
2023-05-10,05-14,7,0,77
2023-05-10,15-34,7,0,937
2023-05-10,35-59,7,0,1875
2023-05-10,60-79,7,1,2222
2023-05-10,80+,7,3,2000
2023-05-11,00-04,0,48,145
2023-05-11,05-14,0,10,69
2023-05-11,15-34,0,70,892
2023-05-11,35-59,0,193,1810
2023-05-11,60-79,0,748,2151
2023-05-11,80+,0,846,1861
2023-05-11,00-04,1,4,145
2023-05-11,05-14,1,0,69
2023-05-11,15-34,1,5,892
2023-05-11,35-59,1,20,1810
2023-05-11,60-79,1,77,2151
2023-05-11,80+,1,92,1861
2023-05-11,00-04,2,2,145
2023-05-11,05-14,2,0,69
2023-05-11,15-34,2,0,892
2023-05-11,35-59,2,5,1810
2023-05-11,60-79,2,23,2151
2023-05-11,80+,2,30,1861
2023-05-11,00-04,3,0,145
2023-05-11,05-14,3,0,69
2023-05-11,15-34,3,1,892
2023-05-11,35-59,3,1,1810
2023-05-11,60-79,3,3,2151
2023-05-11,80+,3,4,1861
2023-05-11,00-04,4,0,145
2023-05-11,05-14,4,0,69
2023-05-11,15-34,4,0,892
2023-05-11,35-59,4,4,1810
2023-05-11,60-79,4,3,2151
2023-05-11,80+,4,4,1861
2023-05-11,00-04,5,0,145
2023-05-11,05-14,5,0,69
2023-05-11,15-34,5,0,892
2023-05-11,35-59,5,0,1810
2023-05-11,60-79,5,0,2151
2023-05-11,80+,5,2,1861
2023-05-11,00-04,6,0,145
2023-05-11,05-14,6,0,69
2023-05-11,15-34,6,0,892
2023-05-11,35-59,6,0,1810
2023-05-11,60-79,6,1,2151
2023-05-11,80+,6,1,1861
2023-05-11,00-04,7,0,145
2023-05-11,05-14,7,0,69
2023-05-11,15-34,7,0,892
2023-05-11,35-59,7,0,1810
2023-05-11,60-79,7,3,2151
2023-05-11,80+,7,3,1861
2023-05-12,00-04,0,50,143
2023-05-12,05-14,0,10,70
2023-05-12,15-34,0,63,865
2023-05-12,35-59,0,182,1688
2023-05-12,60-79,0,701,2058
2023-05-12,80+,0,800,1798
2023-05-12,00-04,1,2,143
2023-05-12,05-14,1,0,70
2023-05-12,15-34,1,4,865
2023-05-12,35-59,1,18,1688
2023-05-12,60-79,1,90,2058
2023-05-12,80+,1,79,1798
2023-05-12,00-04,2,3,143
2023-05-12,05-14,2,0,70
2023-05-12,15-34,2,3,865
2023-05-12,35-59,2,3,1688
2023-05-12,60-79,2,19,2058
2023-05-12,80+,2,19,1798
2023-05-12,00-04,3,0,143
2023-05-12,05-14,3,0,70
2023-05-12,15-34,3,0,865
2023-05-12,35-59,3,2,1688
2023-05-12,60-79,3,1,2058
2023-05-12,80+,3,5,1798
2023-05-12,00-04,4,0,143
2023-05-12,05-14,4,0,70
2023-05-12,15-34,4,0,865
2023-05-12,35-59,4,6,1688
2023-05-12,60-79,4,3,2058
2023-05-12,80+,4,5,1798
2023-05-12,00-04,5,0,143
2023-05-12,05-14,5,0,70
2023-05-12,15-34,5,0,865
2023-05-12,35-59,5,0,1688
2023-05-12,60-79,5,1,2058
2023-05-12,80+,5,2,1798
2023-05-12,00-04,6,0,143
2023-05-12,05-14,6,0,70
2023-05-12,15-34,6,0,865
2023-05-12,35-59,6,0,1688
2023-05-12,60-79,6,1,2058
2023-05-12,80+,6,1,1798
2023-05-12,00-04,7,0,143
2023-05-12,05-14,7,0,70
2023-05-12,15-34,7,0,865
2023-05-12,35-59,7,0,1688
2023-05-12,60-79,7,5,2058
2023-05-12,80+,7,3,1798
2023-05-13,00-04,0,43,131
2023-05-13,05-14,0,7,63
2023-05-13,15-34,0,57,815
2023-05-13,35-59,0,168,1629
2023-05-13,60-79,0,626,1966
2023-05-13,80+,0,709,1744
2023-05-13,00-04,1,3,131
2023-05-13,05-14,1,0,63
2023-05-13,15-34,1,8,815
2023-05-13,35-59,1,25,1629
2023-05-13,60-79,1,128,1966
2023-05-13,80+,1,128,1744
2023-05-13,00-04,2,2,131
2023-05-13,05-14,2,0,63
2023-05-13,15-34,2,3,815
2023-05-13,35-59,2,4,1629
2023-05-13,60-79,2,23,1966
2023-05-13,80+,2,27,1744
2023-05-13,00-04,3,0,131
2023-05-13,05-14,3,0,63
2023-05-13,15-34,3,0,815
2023-05-13,35-59,3,2,1629
2023-05-13,60-79,3,3,1966
2023-05-13,80+,3,6,1744
2023-05-13,00-04,4,0,131
2023-05-13,05-14,4,0,63
2023-05-13,15-34,4,0,815
2023-05-13,35-59,4,7,1629
2023-05-13,60-79,4,5,1966
2023-05-13,80+,4,10,1744
2023-05-13,00-04,5,0,131
2023-05-13,05-14,5,0,63
2023-05-13,15-34,5,0,815
2023-05-13,35-59,5,0,1629
2023-05-13,60-79,5,2,1966
2023-05-13,80+,5,1,1744
2023-05-13,00-04,6,0,131
2023-05-13,05-14,6,0,63
2023-05-13,15-34,6,0,815
2023-05-13,35-59,6,0,1629
2023-05-13,60-79,6,0,1966
2023-05-13,80+,6,1,1744
2023-05-13,00-04,7,0,131
2023-05-13,05-14,7,0,63
2023-05-13,15-34,7,0,815
2023-05-13,35-59,7,0,1629
2023-05-13,60-79,7,4,1966
2023-05-13,80+,7,3,1744
2023-05-14,00-04,0,43,129
2023-05-14,05-14,0,7,62
2023-05-14,15-34,0,56,787
2023-05-14,35-59,0,166,1601
2023-05-14,60-79,0,599,1911
2023-05-14,80+,0,688,1698
2023-05-14,00-04,1,6,129
2023-05-14,05-14,1,0,62
2023-05-14,15-34,1,7,787
2023-05-14,35-59,1,28,1601
2023-05-14,60-79,1,140,1911
2023-05-14,80+,1,144,1698
2023-05-14,00-04,2,2,129
2023-05-14,05-14,2,0,62
2023-05-14,15-34,2,3,787
2023-05-14,35-59,2,5,1601
2023-05-14,60-79,2,23,1911
2023-05-14,80+,2,27,1698
2023-05-14,00-04,3,0,129
2023-05-14,05-14,3,0,62
2023-05-14,15-34,3,0,787
2023-05-14,35-59,3,2,1601
2023-05-14,60-79,3,3,1911
2023-05-14,80+,3,6,1698
2023-05-14,00-04,4,0,129
2023-05-14,05-14,4,0,62
2023-05-14,15-34,4,0,787
2023-05-14,35-59,4,7,1601
2023-05-14,60-79,4,6,1911
2023-05-14,80+,4,9,1698
2023-05-14,00-04,5,0,129
2023-05-14,05-14,5,0,62
2023-05-14,15-34,5,0,787
2023-05-14,35-59,5,0,1601
2023-05-14,60-79,5,2,1911
2023-05-14,80+,5,2,1698
2023-05-14,00-04,6,0,129
2023-05-14,05-14,6,0,62
2023-05-14,15-34,6,0,787
2023-05-14,35-59,6,1,1601
2023-05-14,60-79,6,0,1911
2023-05-14,80+,6,1,1698
2023-05-14,00-04,7,0,129
2023-05-14,05-14,7,0,62
2023-05-14,15-34,7,0,787
2023-05-14,35-59,7,0,1601
2023-05-14,60-79,7,4,1911
2023-05-14,80+,7,3,1698
2023-05-15,00-04,0,42,126
2023-05-15,05-14,0,6,59
2023-05-15,15-34,0,56,771
2023-05-15,35-59,0,175,1595
2023-05-15,60-79,0,652,1874
2023-05-15,80+,0,742,1650
2023-05-15,00-04,1,5,126
2023-05-15,05-14,1,0,59
2023-05-15,15-34,1,5,771
2023-05-15,35-59,1,22,1595
2023-05-15,60-79,1,102,1874
2023-05-15,80+,1,84,1650
2023-05-15,00-04,2,2,126
2023-05-15,05-14,2,0,59
2023-05-15,15-34,2,2,771
2023-05-15,35-59,2,3,1595
2023-05-15,60-79,2,14,1874
2023-05-15,80+,2,19,1650
2023-05-15,00-04,3,0,126
2023-05-15,05-14,3,0,59
2023-05-15,15-34,3,0,771
2023-05-15,35-59,3,4,1595
2023-05-15,60-79,3,7,1874
2023-05-15,80+,3,10,1650
2023-05-15,00-04,4,0,126
2023-05-15,05-14,4,0,59
2023-05-15,15-34,4,0,771
2023-05-15,35-59,4,5,1595
2023-05-15,60-79,4,2,1874
2023-05-15,80+,4,5,1650
2023-05-15,00-04,5,0,126
2023-05-15,05-14,5,0,59
2023-05-15,15-34,5,0,771
2023-05-15,35-59,5,0,1595
2023-05-15,60-79,5,2,1874
2023-05-15,80+,5,2,1650
2023-05-15,00-04,6,0,126
2023-05-15,05-14,6,0,59
2023-05-15,15-34,6,0,771
2023-05-15,35-59,6,1,1595
2023-05-15,60-79,6,1,1874
2023-05-15,80+,6,1,1650
2023-05-15,00-04,7,0,126
2023-05-15,05-14,7,0,59
2023-05-15,15-34,7,0,771
2023-05-15,35-59,7,0,1595
2023-05-15,60-79,7,3,1874
2023-05-15,80+,7,2,1650
2023-05-16,00-04,0,28,112
2023-05-16,05-14,0,5,53
2023-05-16,15-34,0,50,680
2023-05-16,35-59,0,154,1415
2023-05-16,60-79,0,588,1699
2023-05-16,80+,0,681,1506
2023-05-16,00-04,1,12,112
2023-05-16,05-14,1,0,53
2023-05-16,15-34,1,5,680
2023-05-16,35-59,1,14,1415
2023-05-16,60-79,1,104,1699
2023-05-16,80+,1,83,1506
2023-05-16,00-04,2,1,112
2023-05-16,05-14,2,0,53
2023-05-16,15-34,2,2,680
2023-05-16,35-59,2,4,1415
2023-05-16,60-79,2,15,1699
2023-05-16,80+,2,19,1506
2023-05-16,00-04,3,0,112
2023-05-16,05-14,3,0,53
2023-05-16,15-34,3,0,680
2023-05-16,35-59,3,5,1415
2023-05-16,60-79,3,4,1699
2023-05-16,80+,3,13,1506
2023-05-16,00-04,4,0,112
2023-05-16,05-14,4,0,53
2023-05-16,15-34,4,0,680
2023-05-16,35-59,4,3,1415
2023-05-16,60-79,4,2,1699
2023-05-16,80+,4,4,1506
2023-05-16,00-04,5,0,112
2023-05-16,05-14,5,0,53
2023-05-16,15-34,5,0,680
2023-05-16,35-59,5,1,1415
2023-05-16,60-79,5,6,1699
2023-05-16,80+,5,2,1506
2023-05-16,00-04,6,0,112
2023-05-16,05-14,6,0,53
2023-05-16,15-34,6,0,680
2023-05-16,35-59,6,0,1415
2023-05-16,60-79,6,2,1699
2023-05-16,80+,6,0,1506
2023-05-16,00-04,7,0,112
2023-05-16,05-14,7,0,53
2023-05-16,15-34,7,0,680
2023-05-16,35-59,7,1,1415
2023-05-16,60-79,7,2,1699
2023-05-16,80+,7,0,1506
2023-05-17,00-04,0,33,118
2023-05-17,05-14,0,5,58
2023-05-17,15-34,0,37,601
2023-05-17,35-59,0,139,1293
2023-05-17,60-79,0,524,1622
2023-05-17,80+,0,653,1472
2023-05-17,00-04,1,6,118
2023-05-17,05-14,1,0,58
2023-05-17,15-34,1,7,601
2023-05-17,35-59,1,24,1293
2023-05-17,60-79,1,89,1622
2023-05-17,80+,1,71,1472
2023-05-17,00-04,2,1,118
2023-05-17,05-14,2,0,58
2023-05-17,15-34,2,1,601
2023-05-17,35-59,2,3,1293
2023-05-17,60-79,2,16,1622
2023-05-17,80+,2,20,1472
2023-05-17,00-04,3,0,118
2023-05-17,05-14,3,0,58
2023-05-17,15-34,3,0,601
2023-05-17,35-59,3,4,1293
2023-05-17,60-79,3,5,1622
2023-05-17,80+,3,15,1472
2023-05-17,00-04,4,0,118
2023-05-17,05-14,4,0,58
2023-05-17,15-34,4,0,601
2023-05-17,35-59,4,2,1293
2023-05-17,60-79,4,5,1622
2023-05-17,80+,4,1,1472
2023-05-17,00-04,5,0,118
2023-05-17,05-14,5,0,58
2023-05-17,15-34,5,0,601
2023-05-17,35-59,5,1,1293
2023-05-17,60-79,5,4,1622
2023-05-17,80+,5,1,1472
2023-05-17,00-04,6,0,118
2023-05-17,05-14,6,0,58
2023-05-17,15-34,6,0,601
2023-05-17,35-59,6,0,1293
2023-05-17,60-79,6,1,1622
2023-05-17,80+,6,0,1472
2023-05-17,00-04,7,0,118
2023-05-17,05-14,7,0,58
2023-05-17,15-34,7,0,601
2023-05-17,35-59,7,0,1293
2023-05-17,60-79,7,0,1622
2023-05-17,80+,7,0,1472
2023-05-18,00-04,0,29,120
2023-05-18,05-14,0,5,50
2023-05-18,15-34,0,36,572
2023-05-18,35-59,0,129,1239
2023-05-18,60-79,0,471,1605
2023-05-18,80+,0,588,1458
2023-05-18,00-04,1,14,120
2023-05-18,05-14,1,0,50
2023-05-18,15-34,1,8,572
2023-05-18,35-59,1,39,1239
2023-05-18,60-79,1,141,1605
2023-05-18,80+,1,144,1458
2023-05-18,00-04,2,1,120
2023-05-18,05-14,2,0,50
2023-05-18,15-34,2,0,572
2023-05-18,35-59,2,2,1239
2023-05-18,60-79,2,14,1605
2023-05-18,80+,2,15,1458
2023-05-18,00-04,3,0,120
2023-05-18,05-14,3,0,50
2023-05-18,15-34,3,1,572
2023-05-18,35-59,3,4,1239
2023-05-18,60-79,3,5,1605
2023-05-18,80+,3,14,1458
2023-05-18,00-04,4,0,120
2023-05-18,05-14,4,0,50
2023-05-18,15-34,4,0,572
2023-05-18,35-59,4,2,1239
2023-05-18,60-79,4,4,1605
2023-05-18,80+,4,4,1458
2023-05-18,00-04,5,0,120
2023-05-18,05-14,5,0,50
2023-05-18,15-34,5,0,572
2023-05-18,35-59,5,0,1239
2023-05-18,60-79,5,4,1605
2023-05-18,80+,5,0,1458
2023-05-18,00-04,6,0,120
2023-05-18,05-14,6,0,50
2023-05-18,15-34,6,0,572
2023-05-18,35-59,6,0,1239
2023-05-18,60-79,6,1,1605
2023-05-18,80+,6,0,1458
2023-05-18,00-04,7,0,120
2023-05-18,05-14,7,0,50
2023-05-18,15-34,7,0,572
2023-05-18,35-59,7,0,1239
2023-05-18,60-79,7,0,1605
2023-05-18,80+,7,0,1458
2023-05-19,00-04,0,32,101
2023-05-19,05-14,0,3,35
2023-05-19,15-34,0,34,426
2023-05-19,35-59,0,117,976
2023-05-19,60-79,0,440,1285
2023-05-19,80+,0,537,1178
2023-05-19,00-04,1,7,101
2023-05-19,05-14,1,0,35
2023-05-19,15-34,1,3,426
2023-05-19,35-59,1,31,976
2023-05-19,60-79,1,81,1285
2023-05-19,80+,1,98,1178
2023-05-19,00-04,2,1,101
2023-05-19,05-14,2,0,35
2023-05-19,15-34,2,0,426
2023-05-19,35-59,2,1,976
2023-05-19,60-79,2,10,1285
2023-05-19,80+,2,13,1178
2023-05-19,00-04,3,0,101
2023-05-19,05-14,3,0,35
2023-05-19,15-34,3,1,426
2023-05-19,35-59,3,2,976
2023-05-19,60-79,3,6,1285
2023-05-19,80+,3,13,1178
2023-05-19,00-04,4,0,101
2023-05-19,05-14,4,0,35
2023-05-19,15-34,4,0,426
2023-05-19,35-59,4,1,976
2023-05-19,60-79,4,3,1285
2023-05-19,80+,4,3,1178
2023-05-19,00-04,5,0,101
2023-05-19,05-14,5,0,35
2023-05-19,15-34,5,0,426
2023-05-19,35-59,5,0,976
2023-05-19,60-79,5,2,1285
2023-05-19,80+,5,0,1178
2023-05-19,00-04,6,0,101
2023-05-19,05-14,6,0,35
2023-05-19,15-34,6,0,426
2023-05-19,35-59,6,0,976
2023-05-19,60-79,6,1,1285
2023-05-19,80+,6,0,1178
2023-05-19,00-04,7,0,101
2023-05-19,05-14,7,0,35
2023-05-19,15-34,7,0,426
2023-05-19,35-59,7,0,976
2023-05-19,60-79,7,0,1285
2023-05-19,80+,7,0,1178
2023-05-20,00-04,0,32,114
2023-05-20,05-14,0,2,39
2023-05-20,15-34,0,28,429
2023-05-20,35-59,0,103,944
2023-05-20,60-79,0,379,1320
2023-05-20,80+,0,450,1169
2023-05-20,00-04,1,11,114
2023-05-20,05-14,1,0,39
2023-05-20,15-34,1,7,429
2023-05-20,35-59,1,46,944
2023-05-20,60-79,1,130,1320
2023-05-20,80+,1,145,1169
2023-05-20,00-04,2,1,114
2023-05-20,05-14,2,0,39
2023-05-20,15-34,2,0,429
2023-05-20,35-59,2,1,944
2023-05-20,60-79,2,11,1320
2023-05-20,80+,2,16,1169
2023-05-20,00-04,3,1,114
2023-05-20,05-14,3,0,39
2023-05-20,15-34,3,1,429
2023-05-20,35-59,3,1,944
2023-05-20,60-79,3,5,1320
2023-05-20,80+,3,11,1169
2023-05-20,00-04,4,0,114
2023-05-20,05-14,4,0,39
2023-05-20,15-34,4,0,429
2023-05-20,35-59,4,1,944
2023-05-20,60-79,4,3,1320
2023-05-20,80+,4,3,1169
2023-05-20,00-04,5,0,114
2023-05-20,05-14,5,0,39
2023-05-20,15-34,5,0,429
2023-05-20,35-59,5,0,944
2023-05-20,60-79,5,2,1320
2023-05-20,80+,5,0,1169
2023-05-20,00-04,6,0,114
2023-05-20,05-14,6,0,39
2023-05-20,15-34,6,0,429
2023-05-20,35-59,6,0,944
2023-05-20,60-79,6,0,1320
2023-05-20,80+,6,0,1169
2023-05-20,00-04,7,0,114
2023-05-20,05-14,7,0,39
2023-05-20,15-34,7,0,429
2023-05-20,35-59,7,0,944
2023-05-20,60-79,7,0,1320
2023-05-20,80+,7,0,1169
2023-05-21,00-04,0,29,104
2023-05-21,05-14,0,2,39
2023-05-21,15-34,0,28,415
2023-05-21,35-59,0,100,911
2023-05-21,60-79,0,364,1276
2023-05-21,80+,0,434,1125
2023-05-21,00-04,1,11,104
2023-05-21,05-14,1,0,39
2023-05-21,15-34,1,7,415
2023-05-21,35-59,1,46,911
2023-05-21,60-79,1,139,1276
2023-05-21,80+,1,166,1125
2023-05-21,00-04,2,1,104
2023-05-21,05-14,2,0,39
2023-05-21,15-34,2,0,415
2023-05-21,35-59,2,2,911
2023-05-21,60-79,2,11,1276
2023-05-21,80+,2,16,1125
2023-05-21,00-04,3,1,104
2023-05-21,05-14,3,0,39
2023-05-21,15-34,3,1,415
2023-05-21,35-59,3,1,911
2023-05-21,60-79,3,5,1276
2023-05-21,80+,3,11,1125
2023-05-21,00-04,4,0,104
2023-05-21,05-14,4,0,39
2023-05-21,15-34,4,0,415
2023-05-21,35-59,4,0,911
2023-05-21,60-79,4,3,1276
2023-05-21,80+,4,2,1125
2023-05-21,00-04,5,0,104
2023-05-21,05-14,5,0,39
2023-05-21,15-34,5,0,415
2023-05-21,35-59,5,0,911
2023-05-21,60-79,5,2,1276
2023-05-21,80+,5,0,1125
2023-05-21,00-04,6,0,104
2023-05-21,05-14,6,0,39
2023-05-21,15-34,6,0,415
2023-05-21,35-59,6,0,911
2023-05-21,60-79,6,1,1276
2023-05-21,80+,6,0,1125
2023-05-21,00-04,7,0,104
2023-05-21,05-14,7,0,39
2023-05-21,15-34,7,0,415
2023-05-21,35-59,7,0,911
2023-05-21,60-79,7,0,1276
2023-05-21,80+,7,0,1125
2023-05-22,00-04,0,34,101
