N,N_mse,mean_bias,mean_var,var_bias,var_var,ef,method
18,100,,,,,99.46354388310694,LA
35,100,,,,,99.11198742766368,LA
35,100,,,,,99.31309450294255,LA
35,100,,,,,99.5556888272985,LA
35,100,,,,,99.37170627606444,LA
35,100,,,,,99.7885614875349,LA
35,100,,,,,98.79305057889833,LA
35,100,,,,,99.66899510815789,LA
35,100,,,,,99.33211821936287,LA
35,100,,,,,99.09862817939668,LA
35,100,,,,,98.85004499603764,LA
35,100,,,,,99.24226794594362,LA
35,100,,,,,99.15164276058903,LA
35,100,,,,,99.15013870978133,LA
35,100,,,,,99.53253620577962,LA
35,100,,,,,99.64614140535716,LA
35,100,,,,,99.09634803545718,LA
35,100,,,,,99.1520863967488,LA
35,100,,,,,99.54228594712671,LA
35,100,,,,,99.29256366605722,LA
35,100,,,,,99.46782280547794,LA
35,100,,,,,99.22071873362542,LA
35,100,,,,,99.16524417720298,LA
35,100,,,,,99.00238872731862,LA
35,100,,,,,99.36856693378313,LA
35,100,,,,,99.12571105307839,LA
35,100,,,,,99.44673186884569,LA
35,100,,,,,99.46229667917281,LA
35,100,,,,,99.7191492087054,LA
35,100,,,,,99.58522244158199,LA
35,100,,,,,99.35820330938539,LA
35,100,,,,,99.19279073892471,LA
35,100,,,,,99.37639213089601,LA
35,100,,,,,99.60188369006406,LA
35,100,,,,,99.37076928405216,LA
35,100,,,,,99.68466490750723,LA
35,100,,,,,98.98405793878041,LA
35,100,,,,,98.93984331057275,LA
35,100,,,,,98.87154610715925,LA
35,100,,,,,98.99219110246442,LA
35,100,,,,,99.12323266239554,LA
35,100,,,,,99.29175806815702,LA
35,100,,,,,99.59721081388693,LA
35,100,,,,,99.24806339178446,LA
35,100,,,,,98.99051618559322,LA
35,100,,,,,99.07071266152431,LA
35,100,,,,,99.03810866827844,LA
35,100,,,,,99.75248899941856,LA
35,100,,,,,99.13030081320404,LA
35,100,,,,,99.23787026089013,LA
35,100,,,,,98.41620065101974,LA
35,100,,,,,98.72739713066382,LA
35,100,,,,,99.50326575465981,LA
35,100,,,,,98.49147595710083,LA
35,100,,,,,99.63823297196204,LA
35,100,,,,,99.16648756748897,LA
35,100,,,,,98.97460349550873,LA
35,100,,,,,99.07574015687142,LA
35,100,,,,,99.25528648659217,LA
35,100,,,,,99.45118591672464,LA
35,100,,,,,99.51166154405233,LA
35,100,,,,,99.1843498250899,LA
35,100,,,,,99.2711687082346,LA
35,100,,,,,99.13887513361536,LA
35,100,,,,,99.01456732068762,LA
35,100,,,,,99.34898703351874,LA
35,100,,,,,99.15868600549089,LA
35,100,,,,,99.2748677419692,LA
35,100,,,,,99.42563115952923,LA
35,100,,,,,98.97243300377106,LA
35,100,,,,,99.43673589153785,LA
35,100,,,,,99.42754871243997,LA
35,100,,,,,99.64474705323022,LA
35,100,,,,,99.28694634584379,LA
35,100,,,,,98.73678855618687,LA
35,100,,,,,99.29177773498652,LA
35,100,,,,,98.35011115230763,LA
35,100,,,,,98.97371089140094,LA
35,100,,,,,99.21224997414951,LA
35,100,,,,,99.59719311575407,LA
35,100,,,,,99.31234710408546,LA
35,100,,,,,99.10686726345304,LA
35,100,,,,,99.56918123992156,LA
35,100,,,,,99.60696809478323,LA
35,100,,,,,99.61371733342173,LA
35,100,,,,,99.64064783176045,LA
35,100,,,,,99.75577045863942,LA
35,100,,,,,98.83051654392249,LA
35,100,,,,,98.47147396613701,LA
35,100,,,,,99.22741951837591,LA
35,100,,,,,99.79445181102987,LA
35,100,,,,,99.12304655700346,LA
35,100,,,,,99.40725363814934,LA
35,100,,,,,99.06942548463003,LA
35,100,,,,,99.25993059315095,LA
35,100,,,,,99.65361053694191,LA
35,100,,,,,99.30316396799171,LA
35,100,,,,,99.01029036023644,LA
35,100,,,,,98.99506274860273,LA
35,100,,,,,99.48515715887899,LA
35,100,,,,,99.58755094136261,LA
68,100,,,,,99.2913774811862,LA
68,100,,,,,99.06350182833906,LA
68,100,,,,,98.9747342075712,LA
68,100,,,,,98.81830127967419,LA
68,100,,,,,99.45030285942269,LA
68,100,,,,,99.42855852397443,LA
68,100,,,,,99.30537959826991,LA
68,100,,,,,98.87443540324686,LA
68,100,,,,,99.08449898877988,LA
68,100,,,,,99.5377939941545,LA
68,100,,,,,98.84515236959199,LA
68,100,,,,,99.22949883283462,LA
68,100,,,,,99.40098766750964,LA
68,100,,,,,99.03151070015596,LA
68,100,,,,,99.55556826454371,LA
68,100,,,,,98.88583482283845,LA
68,100,,,,,99.2587464668854,LA
68,100,,,,,99.10696031235918,LA
68,100,,,,,99.38294719424977,LA
68,100,,,,,99.01208873420842,LA
68,100,,,,,99.00706054082993,LA
68,100,,,,,99.23323684405476,LA
68,100,,,,,99.08430858761243,LA
68,100,,,,,98.90504046408,LA
68,100,,,,,99.46329924841099,LA
68,100,,,,,99.38640062929466,LA
68,100,,,,,99.2324548194829,LA
68,100,,,,,99.23894688171914,LA
68,100,,,,,99.15116790146831,LA
68,100,,,,,99.32429138429522,LA
68,100,,,,,98.8096415807388,LA
68,100,,,,,99.17785364754972,LA
68,100,,,,,99.28738485281333,LA
68,100,,,,,98.31733447903224,LA
68,100,,,,,99.09314901107558,LA
68,100,,,,,98.84359833063051,LA
68,100,,,,,99.22568174424643,LA
68,100,,,,,99.26935996129129,LA
68,100,,,,,99.60311547579393,LA
68,100,,,,,98.81581908703252,LA
68,100,,,,,98.70958278585658,LA
68,100,,,,,99.24124300856246,LA
68,100,,,,,99.21250967218732,LA
68,100,,,,,99.3274387493285,LA
68,100,,,,,99.0632884713559,LA
68,100,,,,,99.30663457816212,LA
68,100,,,,,99.2627401198936,LA
68,100,,,,,98.79729388771395,LA
68,100,,,,,99.08473416931241,LA
68,100,,,,,98.86067033321368,LA
68,100,,,,,98.97168282302783,LA
68,100,,,,,98.91936271588105,LA
68,100,,,,,99.2857755562568,LA
68,100,,,,,99.08797952991016,LA
68,100,,,,,98.5519558003189,LA
68,100,,,,,99.41127849755782,LA
68,100,,,,,98.99422460238834,LA
68,100,,,,,99.64623798234182,LA
68,100,,,,,99.2552683999865,LA
68,100,,,,,99.32420045167125,LA
68,100,,,,,99.33842535496922,LA
68,100,,,,,98.79656876296052,LA
68,100,,,,,99.1851079083223,LA
68,100,,,,,99.33119746756589,LA
68,100,,,,,99.0156399895178,LA
68,100,,,,,99.32964860960983,LA
68,100,,,,,99.42338782907657,LA
68,100,,,,,99.4704172605137,LA
68,100,,,,,99.01983411895607,LA
68,100,,,,,99.29554715351951,LA
68,100,,,,,99.0817030679762,LA
68,100,,,,,99.14205468117943,LA
68,100,,,,,98.8052987344966,LA
68,100,,,,,99.44755624218517,LA
68,100,,,,,99.20901104984402,LA
68,100,,,,,98.91078976764129,LA
68,100,,,,,99.22772096991523,LA
68,100,,,,,98.84797681221143,LA
68,100,,,,,99.56953717043103,LA
68,100,,,,,99.3708677103899,LA
68,100,,,,,99.23246461779138,LA
68,100,,,,,98.24788557418205,LA
68,100,,,,,99.21148586334141,LA
68,100,,,,,99.54800964103033,LA
68,100,,,,,98.87163624850025,LA
68,100,,,,,99.02931571186723,LA
68,100,,,,,98.79321209835359,LA
68,100,,,,,98.81092445867301,LA
68,100,,,,,98.76874205007688,LA
68,100,,,,,99.25622576731726,LA
68,100,,,,,99.33101842935109,LA
68,100,,,,,99.54106264940003,LA
68,100,,,,,98.76721472712133,LA
68,100,,,,,99.19955540869552,LA
68,100,,,,,99.09240287803044,LA
68,100,,,,,99.36381810794411,LA
68,100,,,,,99.38173442616896,LA
68,100,,,,,99.41333478337874,LA
68,100,,,,,99.26263020509946,LA
68,100,,,,,98.92790176151088,LA
129,100,,,,,98.99903314747114,LA
129,100,,,,,99.10488939315562,LA
129,100,,,,,99.27277750971662,LA
129,100,,,,,99.17953306308533,LA
129,100,,,,,99.40550733096829,LA
129,100,,,,,99.40391111205938,LA
129,100,,,,,99.37106404507671,LA
129,100,,,,,99.05237216010713,LA
129,100,,,,,99.09364540322653,LA
129,100,,,,,98.82459458002519,LA
129,100,,,,,99.24616412950157,LA
129,100,,,,,98.98066874132832,LA
129,100,,,,,99.31709439772945,LA
129,100,,,,,99.04520085530734,LA
129,100,,,,,99.16942530024797,LA
129,100,,,,,99.31336333666306,LA
129,100,,,,,99.15336699913615,LA
129,100,,,,,99.14199973290746,LA
129,100,,,,,99.39528186394611,LA
129,100,,,,,99.42086929941566,LA
129,100,,,,,99.12627712816096,LA
129,100,,,,,99.02473733707369,LA
129,100,,,,,99.32598483936931,LA
129,100,,,,,98.64625852320394,LA
129,100,,,,,99.33511696826778,LA
129,100,,,,,99.03046730947054,LA
129,100,,,,,99.20485615761778,LA
129,100,,,,,99.27554284892176,LA
129,100,,,,,99.22618575656236,LA
129,100,,,,,99.41230938396828,LA
129,100,,,,,99.27361712564512,LA
129,100,,,,,99.17311019579044,LA
129,100,,,,,98.77962206186207,LA
129,100,,,,,99.21388131269694,LA
129,100,,,,,98.80391141520286,LA
129,100,,,,,98.87885996383608,LA
129,100,,,,,99.35299552026974,LA
129,100,,,,,99.33453946542076,LA
129,100,,,,,98.88395572027638,LA
129,100,,,,,99.25620575049436,LA
129,100,,,,,99.52562146976489,LA
129,100,,,,,99.38632081889897,LA
129,100,,,,,99.04985592399468,LA
129,100,,,,,98.96862418237146,LA
129,100,,,,,99.4518891799642,LA
129,100,,,,,99.04920435314062,LA
129,100,,,,,99.23330490899318,LA
129,100,,,,,99.46277108376077,LA
129,100,,,,,99.45603403627749,LA
129,100,,,,,98.77250782507198,LA
129,100,,,,,99.01555491282286,LA
129,100,,,,,99.36021944420635,LA
129,100,,,,,99.12245657982609,LA
129,100,,,,,99.31751883344988,LA
129,100,,,,,99.3089380180706,LA
129,100,,,,,98.93345068033183,LA
129,100,,,,,99.26104975542287,LA
129,100,,,,,99.32275188440784,LA
129,100,,,,,98.1260990754645,LA
129,100,,,,,99.00583099289861,LA
129,100,,,,,99.20726821323825,LA
129,100,,,,,98.94379643185786,LA
129,100,,,,,99.34711144878824,LA
129,100,,,,,99.1051820929688,LA
129,100,,,,,99.29028794318182,LA
129,100,,,,,99.28733168281383,LA
129,100,,,,,99.35818521539507,LA
129,100,,,,,99.4144504562086,LA
129,100,,,,,98.70693618700234,LA
129,100,,,,,99.08880960487197,LA
129,100,,,,,99.03923743651306,LA
129,100,,,,,99.1395675807744,LA
129,100,,,,,99.43024408544413,LA
129,100,,,,,99.61486791590852,LA
129,100,,,,,98.8284688812587,LA
129,100,,,,,98.53046662608631,LA
129,100,,,,,99.39091848205537,LA
129,100,,,,,99.28745682912859,LA
129,100,,,,,99.30690957957181,LA
129,100,,,,,99.11446570350928,LA
129,100,,,,,98.97179398848482,LA
129,100,,,,,99.19532348848898,LA
129,100,,,,,99.19303921707258,LA
129,100,,,,,99.34677539067968,LA
129,100,,,,,99.18663765005677,LA
129,100,,,,,99.3678507924674,LA
129,100,,,,,99.4548772897402,LA
129,100,,,,,99.25054465346668,LA
129,100,,,,,99.05995204064038,LA
129,100,,,,,99.10147973210931,LA
129,100,,,,,99.1095516363503,LA
129,100,,,,,99.64172571568902,LA
129,100,,,,,99.2052574370818,LA
129,100,,,,,99.21670933441784,LA
129,100,,,,,99.22037878242764,LA
129,100,,,,,99.30630028940249,LA
129,100,,,,,99.0258344815567,LA
129,100,,,,,99.23932688704988,LA
129,100,,,,,99.00322291292336,LA
129,100,,,,,99.1158272021436,LA
244,100,,,,,99.06664135440909,LA
244,100,,,,,99.28615353615581,LA
244,100,,,,,99.24411776259328,LA
244,100,,,,,98.42781550340177,LA
244,100,,,,,99.40364482479954,LA
244,100,,,,,99.23034734892482,LA
244,100,,,,,99.0850670635575,LA
244,100,,,,,99.22557655214447,LA
244,100,,,,,99.08792449446993,LA
244,100,,,,,99.25443127956672,LA
244,100,,,,,99.14255694028611,LA
244,100,,,,,99.30396738722187,LA
244,100,,,,,99.37218686749874,LA
244,100,,,,,99.38345741147847,LA
244,100,,,,,99.25155062285974,LA
244,100,,,,,99.22470744350427,LA
244,100,,,,,99.13835150900803,LA
244,100,,,,,99.30464539732112,LA
244,100,,,,,99.09722122531794,LA
244,100,,,,,99.39489494728979,LA
244,100,,,,,99.2521304494914,LA
244,100,,,,,99.3597556392534,LA
244,100,,,,,99.1828261219322,LA
244,100,,,,,99.44073508916995,LA
244,100,,,,,98.93552677582757,LA
244,100,,,,,99.09422565538067,LA
244,100,,,,,99.35396001543609,LA
244,100,,,,,99.42876139825866,LA
244,100,,,,,99.25924616958034,LA
244,100,,,,,99.33091830659478,LA
244,100,,,,,99.40495168879055,LA
244,100,,,,,99.30378393154457,LA
244,100,,,,,99.18825205998874,LA
244,100,,,,,99.16957138902791,LA
244,100,,,,,99.03577103327586,LA
244,100,,,,,99.24385083537449,LA
244,100,,,,,99.05734232401687,LA
244,100,,,,,99.2099534595994,LA
244,100,,,,,99.45448224540581,LA
244,100,,,,,99.47679610992007,LA
244,100,,,,,99.28696078947567,LA
244,100,,,,,99.12185238617376,LA
244,100,,,,,98.93789132841893,LA
244,100,,,,,99.30796665340232,LA
244,100,,,,,99.2036205488269,LA
244,100,,,,,99.43381577674567,LA
244,100,,,,,99.16623249553335,LA
244,100,,,,,99.24375303111388,LA
244,100,,,,,99.04530703711417,LA
244,100,,,,,99.48231669277651,LA
244,100,,,,,98.51901914250035,LA
244,100,,,,,99.34072806829549,LA
244,100,,,,,99.16470335342764,LA
244,100,,,,,99.09988164217783,LA
244,100,,,,,99.30437429862764,LA
244,100,,,,,99.47792403397972,LA
244,100,,,,,99.28455922081369,LA
244,100,,,,,99.38589356715298,LA
244,100,,,,,99.01022149189906,LA
244,100,,,,,98.98140952368209,LA
244,100,,,,,99.23276632913053,LA
244,100,,,,,99.06739203740365,LA
244,100,,,,,98.78343538406612,LA
244,100,,,,,99.29184763837796,LA
244,100,,,,,99.10016365132472,LA
244,100,,,,,99.10275651905806,LA
244,100,,,,,99.35280913083712,LA
244,100,,,,,99.1575865912011,LA
244,100,,,,,99.18017077645115,LA
244,100,,,,,99.12390792603566,LA
244,100,,,,,98.7425466569486,LA
244,100,,,,,99.04193511361332,LA
244,100,,,,,98.9732900607591,LA
244,100,,,,,99.26990891897788,LA
244,100,,,,,99.32339950524795,LA
244,100,,,,,99.2446802131811,LA
244,100,,,,,98.88903277118001,LA
244,100,,,,,99.22378787948077,LA
244,100,,,,,99.30723695624867,LA
244,100,,,,,99.24065710002233,LA
244,100,,,,,99.26383376084239,LA
244,100,,,,,99.29498142001411,LA
244,100,,,,,98.97705229397259,LA
244,100,,,,,99.25090153869152,LA
244,100,,,,,99.32125491183443,LA
244,100,,,,,99.04156223533086,LA
244,100,,,,,99.2402106760348,LA
244,100,,,,,99.20907895557171,LA
244,100,,,,,99.10341934568211,LA
244,100,,,,,99.09220626253912,LA
244,100,,,,,99.38399572321627,LA
244,100,,,,,99.30792894920204,LA
244,100,,,,,99.33628299777955,LA
244,100,,,,,99.28402509673964,LA
244,100,,,,,99.52597554669227,LA
244,100,,,,,99.08342153770748,LA
244,100,,,,,99.1141998442802,LA
244,100,,,,,99.11558545144955,LA
244,100,,,,,98.98124735090647,LA
244,100,,,,,99.33904664016903,LA
464,100,,,,,99.27439516553328,LA
464,100,,,,,99.21148944828187,LA
464,100,,,,,99.22330099570232,LA
464,100,,,,,99.16529532825162,LA
464,100,,,,,99.07355712969694,LA
464,100,,,,,99.05227939093976,LA
464,100,,,,,99.3026999785332,LA
464,100,,,,,99.1060391783477,LA
464,100,,,,,99.27703474102717,LA
464,100,,,,,99.20075583743716,LA
464,100,,,,,99.30880658679678,LA
464,100,,,,,99.22904050208565,LA
464,100,,,,,99.20355170130706,LA
464,100,,,,,99.01202632373696,LA
464,100,,,,,99.33493725019244,LA
464,100,,,,,99.25351777565416,LA
464,100,,,,,99.1150294726586,LA
464,100,,,,,99.27265223697519,LA
464,100,,,,,99.07032191380904,LA
464,100,,,,,98.9721788403575,LA
464,100,,,,,99.28766944489674,LA
464,100,,,,,99.22124164654318,LA
464,100,,,,,99.2874967003456,LA
464,100,,,,,99.23018647488908,LA
464,100,,,,,99.17405047174546,LA
464,100,,,,,99.23312095145603,LA
464,100,,,,,99.35866312224802,LA
464,100,,,,,99.26711914348729,LA
464,100,,,,,99.1893793772946,LA
464,100,,,,,99.28741603934266,LA
464,100,,,,,99.30230982908576,LA
464,100,,,,,99.19687569237269,LA
464,100,,,,,99.20717818240534,LA
464,100,,,,,99.22172221563244,LA
464,100,,,,,99.35195664130838,LA
464,100,,,,,99.21967634006997,LA
464,100,,,,,99.17035719570949,LA
464,100,,,,,99.08997180550597,LA
464,100,,,,,99.35049903929547,LA
464,100,,,,,98.97001856392475,LA
464,100,,,,,99.14693446132141,LA
464,100,,,,,99.2626916342394,LA
464,100,,,,,99.07720634542649,LA
464,100,,,,,99.38174387715793,LA
464,100,,,,,99.11546843425015,LA
464,100,,,,,99.04994353960993,LA
464,100,,,,,99.2707766024135,LA
464,100,,,,,98.82967033667974,LA
464,100,,,,,99.05571515630885,LA
464,100,,,,,99.38298550299885,LA
464,100,,,,,99.15892079096848,LA
464,100,,,,,99.19526358960424,LA
464,100,,,,,99.23413676855269,LA
464,100,,,,,99.16220953501693,LA
464,100,,,,,99.20955549092285,LA
464,100,,,,,99.30355333498765,LA
464,100,,,,,99.18748102918104,LA
464,100,,,,,99.04342791018594,LA
464,100,,,,,99.15807080911647,LA
464,100,,,,,98.88703587916778,LA
464,100,,,,,99.23490060933486,LA
464,100,,,,,99.00828516134827,LA
464,100,,,,,99.00135183400435,LA
464,100,,,,,99.224198779368,LA
464,100,,,,,99.21189570806969,LA
464,100,,,,,99.23933236860127,LA
464,100,,,,,99.13276785608569,LA
464,100,,,,,99.37777454305777,LA
464,100,,,,,99.23482538033277,LA
464,100,,,,,99.16168979313333,LA
464,100,,,,,99.21229031351525,LA
464,100,,,,,99.26525959820303,LA
464,100,,,,,99.08866879705162,LA
464,100,,,,,99.26457503259326,LA
464,100,,,,,99.2716790005831,LA
464,100,,,,,99.13238945269016,LA
464,100,,,,,99.24473256348027,LA
464,100,,,,,99.13363432486629,LA
464,100,,,,,99.12748237899677,LA
464,100,,,,,99.14081190582289,LA
464,100,,,,,99.29243215007911,LA
464,100,,,,,99.22015670513524,LA
464,100,,,,,99.21328002106404,LA
464,100,,,,,99.29046501075634,LA
464,100,,,,,99.03421146874135,LA
464,100,,,,,98.97402845087616,LA
464,100,,,,,99.50195367019138,LA
464,100,,,,,99.2271369812611,LA
464,100,,,,,99.13145295210569,LA
464,100,,,,,99.2833702701899,LA
464,100,,,,,99.06376721691859,LA
464,100,,,,,99.3255493617737,LA
464,100,,,,,99.19290389604174,LA
464,100,,,,,99.09381386635296,LA
464,100,,,,,99.41716692917535,LA
464,100,,,,,99.24713052184089,LA
464,100,,,,,99.27730038874344,LA
464,100,,,,,99.25198127386194,LA
464,100,,,,,99.26552800758782,LA
464,100,,,,,99.15450848645226,LA
879,100,,,,,99.20557585125351,LA
879,100,,,,,99.21403140239238,LA
879,100,,,,,99.14859632021916,LA
879,100,,,,,99.20192810968703,LA
879,100,,,,,99.21475696341454,LA
879,100,,,,,99.24586630312336,LA
879,100,,,,,99.2228109573867,LA
879,100,,,,,99.0499976559262,LA
879,100,,,,,99.1265822476891,LA
879,100,,,,,99.28951974691607,LA
879,100,,,,,99.17001540578197,LA
879,100,,,,,99.29935733035137,LA
879,100,,,,,99.02063061236407,LA
879,100,,,,,99.2085236242491,LA
879,100,,,,,99.19855061025109,LA
879,100,,,,,99.24996394883834,LA
879,100,,,,,99.18745282131543,LA
879,100,,,,,99.25341359629313,LA
879,100,,,,,99.21487396361901,LA
879,100,,,,,98.99685029208041,LA
879,100,,,,,99.29867446862718,LA
879,100,,,,,99.21393059161716,LA
879,100,,,,,99.19249724765164,LA
879,100,,,,,99.13804164047073,LA
879,100,,,,,99.21576098272044,LA
879,100,,,,,99.29423376525381,LA
879,100,,,,,99.14408201697351,LA
879,100,,,,,99.20403295612576,LA
879,100,,,,,99.197811653026,LA
879,100,,,,,99.24368641794541,LA
879,100,,,,,99.21186119926084,LA
