N,N_mse,mean_bias,mean_var,var_bias,var_var,ef,method
35,100,5.568227564955615e-06,1.4823620139359212e-05,4.6183301016478604e-05,4.089396252123176e-05,99.48423165557516,EIS
35,100,3.3440749642920966e-05,4.627637151186908e-06,9.535330714336859e-05,8.508037567122514e-05,99.52708753639214,EIS
35,100,1.4266553325680783e-05,9.110661103862957e-06,5.141342839599921e-05,5.899375672498516e-05,99.80376699728652,EIS
35,100,5.798065362829549e-05,1.946862795026476e-05,4.6287945456499175e-05,4.631950016467197e-05,99.68190105836734,EIS
35,100,4.8177530416170414e-05,5.620273828528767e-06,6.943727982670501e-05,6.431719668743595e-05,99.64742062288265,EIS
35,100,0.000123277527231634,4.1034189672014816e-05,6.537737341979504e-05,6.12854056142364e-05,99.83649008215903,EIS
35,100,5.621541657545902e-05,9.335338197418043e-06,4.540547674111539e-05,4.870929658015558e-05,99.86341676883106,EIS
35,100,1.8747644151731177e-05,1.686358378241745e-05,3.100899670227491e-05,2.742400472920744e-05,99.72794024608181,EIS
35,100,1.796495629540135e-05,1.2431767963758244e-05,4.894936875219219e-05,4.688168866950435e-05,99.62686652757043,EIS
35,100,2.068973757343596e-05,2.1711311375984767e-06,4.2327365855019866e-05,3.548912037670656e-05,99.40112753042905,EIS
35,100,7.945786347940875e-05,1.906959722327969e-05,5.1018887450027255e-05,4.6219441619248555e-05,99.61685201117496,EIS
35,100,3.268269115680156e-05,2.8901150280900514e-06,1.8131190869319224e-05,2.1106028087063922e-05,99.75734025473653,EIS
35,100,3.317715716149057e-05,3.782181007992354e-06,2.0115377297272482e-05,2.491024484834602e-05,99.62093727097246,EIS
35,100,8.575707734491226e-06,6.707996361608246e-06,4.1726784750540246e-05,4.640869499601915e-05,99.77688204565742,EIS
35,100,5.9960903953342235e-05,1.0110229107754891e-05,0.00022656136606686,0.00021579926025707728,99.70374009770407,EIS
35,100,4.609336569015764e-05,8.742029810247343e-06,7.62143943985433e-05,7.175430906844617e-05,98.72894213163246,EIS
35,100,1.7822144360847427e-05,3.3470109267869634e-06,4.2996597678808924e-05,4.420314259639735e-05,99.74928086519621,EIS
35,100,2.0670452604003013e-05,1.4869452150834075e-05,4.501627567774224e-05,3.745359209642777e-05,99.87669335294379,EIS
35,100,1.7181462117248846e-05,1.654318300534053e-06,3.1845608015676446e-05,3.453841209714406e-05,99.72736504922564,EIS
35,100,4.8260799452617945e-05,6.613445782888347e-06,2.850693990041106e-05,2.245184372437517e-05,99.65092342733169,EIS
35,100,2.5663085555734292e-05,9.145692185360093e-06,8.938011154920146e-05,9.008242278180527e-05,99.54243636090293,EIS
35,100,1.7907088053024144e-05,9.807012485232484e-06,6.421040259210617e-05,6.782734944061055e-05,99.86334674001371,EIS
35,100,3.109368611147622e-05,2.712839869631705e-06,7.390812623979272e-05,6.840211355637245e-05,99.77797902053065,EIS
35,100,3.108735603590112e-05,1.109364333720402e-05,2.604950743310804e-05,2.1399837307404265e-05,99.36515919097984,EIS
35,100,5.800744960666901e-05,1.0718302896180564e-05,6.085243093362516e-06,3.90178961510054e-06,99.52312154689169,EIS
35,100,2.404754218755398e-05,6.1922515575845615e-06,4.267227053720379e-05,4.53881752503917e-05,99.69324069922155,EIS
35,100,4.197488120009291e-05,1.0043092280455899e-05,5.860962324524166e-05,5.277467304606545e-05,99.83694560168746,EIS
35,100,1.2336093530932579e-05,1.5771099029472382e-05,4.5090484095718275e-05,4.8767763370286954e-05,99.79332040631624,EIS
35,100,1.2361246016457781e-05,4.1266229368765905e-05,3.3912573368600994e-05,2.8580131865544496e-05,99.23731977931367,EIS
35,100,7.129595207992186e-05,1.5840099271009108e-05,5.212604460328901e-05,5.158204511902037e-05,99.74262595113905,EIS
35,100,1.2991820248415644e-05,2.5021613746028453e-05,8.098950525649621e-05,8.295068547589977e-05,99.56256357595208,EIS
35,100,0.00010315218468901102,3.266136974037878e-05,4.9365285279493624e-05,5.6954911895754854e-05,99.87020196655868,EIS
35,100,3.234445646443157e-05,2.7400762844103592e-05,1.3389450281387417e-05,1.3566225516819798e-05,99.8286579929181,EIS
35,100,2.5047455145062955e-05,1.4520377012309912e-05,6.562347855768335e-05,6.770750346003491e-05,99.71315116140953,EIS
35,100,4.327101079401044e-05,1.7366070151461015e-05,4.223780427362886e-05,4.466583942846446e-05,99.77246984493921,EIS
35,100,4.879281959494813e-06,1.9326220480555814e-05,3.652491763413737e-05,4.001179421926238e-05,99.82401081550677,EIS
35,100,2.536499593594365e-05,1.4763376629608466e-06,4.590414477026967e-05,4.2101704986992126e-05,99.81769967566909,EIS
35,100,2.071211070011182e-05,3.340267362602946e-06,1.785145994142003e-05,1.991052579187963e-05,99.7751945495989,EIS
35,100,3.718910482151187e-05,3.21093398284555e-05,1.480379939769057e-05,1.1267509092629648e-05,99.76793588598436,EIS
35,100,4.7347034924343114e-05,6.414607232544826e-06,8.175846918779552e-05,7.315285610630505e-05,99.73375117869317,EIS
35,100,1.6749498956401964e-05,1.2051630394885527e-06,6.4327725338305e-05,5.917658935436434e-05,99.83560774490495,EIS
35,100,9.516609605625182e-06,1.236700783023201e-05,2.6138373773004595e-05,2.4342150149282014e-05,99.88452324118977,EIS
35,100,2.1309022750953514e-05,4.2941426714528894e-06,4.186372944089531e-05,3.963476333896718e-05,99.69757713449926,EIS
35,100,4.6367533132067164e-06,2.3217767388568507e-05,5.056736944882182e-05,4.280325276487244e-05,99.9168342020876,EIS
35,100,2.4423477112296275e-05,6.843202399384544e-07,3.595829081957584e-05,3.478456447325413e-05,99.48867590903879,EIS
35,100,1.9625634092580786e-05,4.050840668910197e-06,2.18202353855665e-05,2.6856787224113416e-05,99.59717268202121,EIS
35,100,5.167317877893918e-06,3.526323106840886e-05,6.6739957439028764e-06,5.007817449259599e-06,99.75726743718718,EIS
35,100,3.091136419146755e-05,7.004839166253191e-06,3.646335732976918e-05,4.374136432864532e-05,99.6101251763044,EIS
35,100,2.0657203458093864e-05,1.768420993341975e-05,1.540819335473689e-05,1.412222525303292e-05,99.5981432289961,EIS
35,100,7.38673416101914e-05,1.757680600382269e-05,3.5117855258888e-05,3.6039143813049744e-05,99.76753293845182,EIS
35,100,3.839413401633121e-06,1.8738034317425152e-05,1.8397532529295844e-05,1.6944536189621107e-05,99.83576049341252,EIS
35,100,1.3873225622782731e-05,3.589007217394407e-05,1.8795938621879733e-05,2.132087913518441e-05,99.7752285608443,EIS
35,100,1.8036793609503134e-05,2.0391149277270183e-05,1.2953649314655752e-05,1.37206228271835e-05,99.86675047146963,EIS
35,100,5.84782196453005e-05,0.00011297256204493558,4.890237908311445e-05,4.9236271577624715e-05,99.71084721538513,EIS
35,100,3.006115641477923e-05,2.56915937943957e-05,5.014250435675014e-05,4.861713579742165e-05,99.85601835264816,EIS
35,100,4.96250791902004e-05,2.190731932135421e-05,2.3960800709992123e-05,2.3774184685952742e-05,99.80985245390798,EIS
35,100,0.00011159372101654583,3.791968682793265e-05,1.7418350131003697e-05,1.4848495682888477e-05,99.8400777062867,EIS
35,100,6.451396954444374e-05,2.4212586906652413e-05,9.546536344087277e-05,8.221916439209906e-05,99.53543170835403,EIS
35,100,4.106076309794714e-05,2.4683053959492555e-05,3.147639929021088e-05,2.6145943333907182e-05,99.89251732834455,EIS
35,100,3.385873198750709e-05,3.1269623352483722e-06,1.8733142404963833e-05,1.9712205559723133e-05,99.7652827008792,EIS
35,100,1.8680393712201452e-05,5.7837765809277685e-06,7.692621183295405e-06,8.2607148735433e-06,99.7349173169317,EIS
35,100,7.145822212411808e-05,2.0840030170696535e-05,1.9835908572842656e-05,2.3056374837336687e-05,99.82036551164988,EIS
35,100,4.379357768226452e-05,4.847637510332914e-06,1.8571816631918096e-05,2.0394358743249196e-05,99.73354727824793,EIS
35,100,7.868052545326209e-05,1.8679293999509195e-05,3.637695589490818e-05,3.402432570092894e-05,99.87240791591505,EIS
35,100,1.1101371431872507e-05,1.1266065415002049e-05,7.146956134463786e-05,7.540526726746237e-05,99.7882847376678,EIS
35,100,5.138779372732076e-05,3.899885088219714e-05,0.00013800322395867898,0.00015265091029059735,99.82006726002524,EIS
35,100,2.7059057969040927e-05,1.6012270270143974e-06,7.587599738340056e-05,7.217465013809018e-05,99.95706621001574,EIS
35,100,5.176119149620926e-05,6.434402933731061e-06,2.0662689693315598e-05,2.3261887878312393e-05,99.64784209859107,EIS
35,100,5.772581066191427e-05,1.8010813868831936e-05,0.00010838086097187396,0.00011249201763669766,99.82492502931507,EIS
35,100,4.189926971678426e-05,1.5613375276001285e-05,3.386352620151872e-05,3.607248647709155e-05,99.48933179741714,EIS
35,100,1.3834131462014712e-05,4.595652994350859e-05,2.0005347982657713e-05,2.2940355926346512e-05,99.77927900741341,EIS
35,100,2.936087333693997e-05,7.1953481391028745e-06,5.681223551021631e-05,4.820410579940753e-05,99.87410423562353,EIS
35,100,5.723412267733978e-05,9.14734086134365e-06,2.9943852627010927e-05,3.509629159479911e-05,99.81174133205381,EIS
35,100,2.8641901982419472e-05,4.034802008123904e-06,4.9210605195937985e-05,4.800397074516101e-05,99.76565866092108,EIS
35,100,7.721135444698872e-05,2.9756396114132507e-05,0.00017771129985041985,0.0001653442689677953,99.8044528146682,EIS
35,100,1.3870176340980956e-05,2.0477261545448653e-05,1.9387309193939335e-05,1.61037053461608e-05,99.62652160619724,EIS
35,100,3.845807169473684e-05,5.844879229305398e-06,7.343363871468966e-05,7.744397756224782e-05,99.71527526826381,EIS
35,100,8.183013966403211e-05,2.4506475809654933e-05,6.535613240505617e-05,6.047287071727721e-05,99.72910813629045,EIS
68,100,1.1887634335153093e-05,3.3242043460254565e-06,5.474587659413664e-05,4.590316446577261e-05,99.56118953577916,EIS
68,100,9.231926186109078e-06,1.1614373424595115e-05,1.7554444500710692e-05,1.8883210464939285e-05,99.79582004975116,EIS
68,100,4.699105442744997e-06,1.1747551409306829e-05,2.1182464199220205e-05,2.4710798591243114e-05,99.89868567427877,EIS
68,100,4.102186515076228e-06,7.709118884209523e-06,2.2986380884277602e-05,2.8138851665839137e-05,99.84668079280188,EIS
68,100,3.2962472723651314e-05,1.3331552112515757e-05,3.226268644716154e-05,2.7566184021766053e-05,99.7490854570915,EIS
68,100,3.173756748628683e-05,1.2917830307870246e-05,1.6348758705098516e-05,1.6620546822677447e-05,99.73689403450304,EIS
68,100,1.6734393749100873e-05,7.79257979934303e-06,1.1776511687889358e-05,1.173789588302753e-05,99.69413803210352,EIS
68,100,9.031031466666784e-06,1.6598006146824013e-05,2.7764242676721604e-05,2.2536429255444604e-05,99.76719360061126,EIS
68,100,1.1284455735658625e-05,1.991806917842052e-06,6.853634187277843e-05,6.422418235302621e-05,99.78623156868555,EIS
68,100,2.509348181019885e-05,8.026435521105415e-06,1.9831265302625504e-05,1.681354337425841e-05,99.74683266271458,EIS
68,100,5.303821251831491e-06,5.330668750540813e-06,3.22867458391933e-05,2.5575665647875654e-05,99.12977395375395,EIS
68,100,1.1702342163271672e-05,5.746964202584058e-06,4.6986980815415086e-05,5.336523561993017e-05,99.72337872686276,EIS
68,100,7.199109061819437e-06,2.1191990047338666e-06,2.1808673040856424e-05,2.5831735670752283e-05,99.78720550207608,EIS
68,100,1.7546932513358704e-05,6.749123312861102e-06,6.919033435040939e-05,6.143661914452687e-05,99.84677355598826,EIS
68,100,4.3125936753560725e-05,1.9283112973518905e-05,6.435122855486588e-05,6.021018495681578e-05,99.78491322963575,EIS
68,100,1.728777155190965e-05,3.0943468888845054e-05,6.505778432563233e-06,6.029240081018445e-06,99.75612563339689,EIS
68,100,1.9424407201830058e-05,8.305690524056401e-06,5.805843693402017e-05,5.947239125921638e-05,99.64285813034195,EIS
68,100,1.0096684645217335e-05,5.18677804476635e-06,2.617895766929884e-05,2.175158747992396e-05,99.8301662226717,EIS
68,100,9.160103716806706e-06,2.1856738153377037e-06,1.666662945600143e-05,1.9896877776776433e-05,99.62622286726737,EIS
68,100,1.533688632505112e-05,1.3878838650100895e-05,5.277860500524526e-05,4.405483674988811e-05,99.7999528271558,EIS
68,100,8.058759807111808e-06,8.41180023926101e-06,4.4985484950630905e-05,5.091162723903198e-05,99.81553426372152,EIS
68,100,1.7719019382504598e-05,4.835995113869051e-06,2.2309462024924676e-05,2.406574382172428e-05,99.77978230075398,EIS
68,100,4.654131183699066e-06,4.673512042218667e-06,2.4517688153290735e-05,1.973736608948609e-05,99.85156755917255,EIS
68,100,1.332150195072652e-05,1.3091212023376897e-05,6.001761538740856e-05,6.0024831304302515e-05,99.73250535584465,EIS
68,100,3.335757737298795e-05,1.539617722140605e-05,6.043095294476955e-05,6.9008309697433e-05,99.86289713819512,EIS
68,100,4.105387638836899e-05,1.8422432572067803e-05,3.66431672045595e-05,4.273054447523981e-05,99.89559974083623,EIS
68,100,2.2702344295218448e-05,7.057457879365813e-06,5.823337887877139e-05,6.17263378635197e-05,99.69738676422462,EIS
68,100,9.6594755833922e-06,2.2061517880102823e-06,4.082154088080467e-05,4.126440970971789e-05,99.87218446404556,EIS
68,100,1.0296116513211188e-05,5.393631057562583e-06,2.715301236810995e-05,2.299078754057629e-05,99.86305222059433,EIS
68,100,9.567858599832486e-06,2.0816072311567305e-06,3.6722869496315075e-05,3.181441568019488e-05,99.80593255566014,EIS
68,100,4.416680135613676e-06,1.3617197804238423e-05,1.2995662685894347e-05,1.0573446120049226e-05,99.6461963996231,EIS
68,100,1.005786197407922e-05,6.469061025343439e-06,2.1664640861486418e-05,1.821788598513108e-05,99.59235087691077,EIS
68,100,2.6076556695758026e-05,1.4839094611898802e-05,3.250752117614456e-05,3.756606214310616e-05,99.58289759816692,EIS
68,100,1.4925656601253988e-05,2.2324275004786655e-05,2.0139170208277023e-05,2.589634793857433e-05,99.85422251084289,EIS
68,100,1.3331537652487417e-05,3.7570313702976265e-06,2.0278527695490946e-05,2.1055132281597505e-05,99.77121331340744,EIS
68,100,1.3486826998524467e-05,5.967796576896033e-06,0.00011123226247140966,9.91911780124717e-05,99.70212892462263,EIS
68,100,6.778653569647092e-06,5.425726247922786e-06,1.4720651715465797e-05,1.406047733381669e-05,99.85607614019827,EIS
68,100,6.448550693330632e-06,6.487530683297077e-07,1.8544119227228443e-05,2.4118634347696934e-05,99.84851225289958,EIS
68,100,1.745642900597252e-05,6.110589165548222e-06,2.3602982385570893e-05,2.155881007276364e-05,99.8440426585709,EIS
68,100,5.567062669629627e-06,4.711604117177707e-06,8.60906832198011e-05,7.461724287859315e-05,99.44343459562424,EIS
68,100,1.1662403831057701e-05,3.7281563229944327e-06,0.00011871031134181413,0.00010582270695905945,99.80359749934638,EIS
68,100,7.982716126801716e-06,3.0060700702023307e-06,2.3718709119541758e-05,2.6772400107587538e-05,99.91005733029029,EIS
68,100,1.4081362167013425e-05,1.1883743219667995e-05,1.8857943345513584e-05,1.7497105375364933e-05,99.84748041013923,EIS
68,100,1.0570229525446404e-05,3.3227033226940033e-06,1.3882719533381145e-05,1.1916437701051455e-05,99.84103300330268,EIS
68,100,2.2489362283979628e-05,8.445602316895175e-06,0.00011531475914197231,0.00012955646534736922,99.82778441318733,EIS
68,100,1.3215627809464253e-05,3.900212932543194e-06,1.700628429989736e-05,1.8703168512604783e-05,99.67790402441963,EIS
68,100,2.8541932762961044e-06,5.016605966786533e-06,2.2435208780983717e-05,2.374336182931097e-05,99.84217357153437,EIS
68,100,1.047866054356022e-05,2.505019708194186e-05,3.2645855523881315e-05,3.80647544563782e-05,99.73904157032185,EIS
68,100,2.5988311229426395e-05,9.553050910708734e-06,8.250156869149989e-05,8.699293070725903e-05,99.83829081111529,EIS
68,100,1.4793152205172937e-06,1.9736425450704288e-06,0.00010714313513250767,0.00010012436898145316,99.55837324825794,EIS
68,100,2.8215646006564252e-05,3.5678917599200676e-05,3.8441805124654344e-05,4.147803051641137e-05,99.64290482503174,EIS
68,100,2.3479960852430383e-05,3.762982739782006e-05,1.5541775838909118e-05,1.1714580576226309e-05,99.80910134710399,EIS
68,100,3.2083863608733094e-05,1.4459898498930514e-05,7.575983597644095e-05,6.846250269104597e-05,99.8560577642313,EIS
68,100,3.6691072734084623e-06,3.6908941157113663e-06,1.8521875675372963e-05,2.0194549232039186e-05,99.83263041249216,EIS
68,100,2.5586757948724785e-06,1.0628125514713115e-05,1.3449120283199628e-05,1.7025170607258356e-05,99.74728476228161,EIS
68,100,1.4193030005870651e-05,4.512715341105655e-06,4.751350365430363e-05,4.858873742276687e-05,99.87136815031951,EIS
68,100,3.463208210285602e-06,1.3783237002950109e-05,3.506099039415027e-06,5.361183552740685e-06,99.7548709587128,EIS
68,100,0.00010424047441484366,6.510967022059891e-05,0.00010328796797562991,9.077977412949197e-05,99.31637081273567,EIS
68,100,7.649248949431505e-06,9.253305999034604e-06,4.268444103412494e-05,4.32492859181442e-05,99.61091558485248,EIS
68,100,7.798062884149936e-06,1.289171360350797e-06,2.9916955832768145e-05,3.588304572433378e-05,99.63390413916272,EIS
68,100,2.500382477579193e-05,9.242905185492905e-06,4.631232189410796e-05,4.384392180369111e-05,99.73121599357097,EIS
68,100,9.003882456020268e-06,2.964664092035745e-06,6.715840990796746e-05,6.438860875990607e-05,99.6992922531177,EIS
68,100,7.84876424312269e-06,3.6593362029208875e-06,1.3755704413058304e-05,1.2095378162559564e-05,99.7205624122034,EIS
68,100,9.303468043831369e-06,6.925208574315709e-06,1.379676751372027e-05,1.6587297070248526e-05,99.81903479862207,EIS
68,100,1.975684576005673e-05,1.7453006420701634e-05,4.296943614460346e-05,4.156986638496574e-05,99.58539174214648,EIS
68,100,1.0743874597171361e-05,3.0258749529179714e-06,1.3158409921702905e-05,1.2982018808003376e-05,99.8239072393388,EIS
68,100,8.371097676414725e-06,1.3087536323100465e-06,2.440484073920016e-05,2.0796751794215977e-05,99.7246393369618,EIS
68,100,1.943071124038085e-05,4.648346874899226e-06,2.0764339686584474e-05,1.9225251666388416e-05,99.79104626903198,EIS
68,100,1.6383261861661897e-05,6.457907229519548e-06,7.818841521660051e-05,6.744131847640406e-05,99.21775677239152,EIS
68,100,1.7125902636429325e-05,4.46737403883984e-06,2.4238445143085743e-05,2.7164201040769535e-05,99.7761684016106,EIS
68,100,1.2206989803802739e-05,9.414768015539906e-06,2.7868235329869827e-05,3.052440299440024e-05,99.75435425761819,EIS
68,100,3.495425964386839e-06,9.342910427384965e-06,5.625096612126592e-06,4.988974925716683e-06,99.7675455806722,EIS
68,100,2.0318197218551156e-05,3.106067827809969e-05,2.5807422994710644e-05,2.3580274935111e-05,99.81284693519031,EIS
68,100,9.742201485682531e-06,4.257158779757373e-06,2.356674265354093e-05,2.7128838756632926e-05,99.68221984141053,EIS
68,100,1.1713460145645817e-05,3.2232134322438963e-06,4.639634077583138e-05,4.106911407308356e-05,99.77680944714315,EIS
68,100,2.3590965247259573e-06,3.693252390278438e-06,1.2679965511828493e-05,1.1363151628667128e-05,99.78682745360977,EIS
68,100,2.6760098280600087e-05,1.0523809254283487e-05,6.17239342537823e-05,5.6588163229811884e-05,99.68657463382313,EIS
68,100,3.1515289244144817e-06,9.378441435737521e-06,3.8733584899589865e-05,3.7922100970496274e-05,99.72067884412522,EIS
68,100,2.752436183517373e-05,1.1065766439901769e-05,9.157954953776675e-06,1.1061680980924433e-05,99.72353642971538,EIS
68,100,1.614351418861667e-05,5.587133383268307e-06,3.906741727567803e-05,4.5421061660914484e-05,99.7877255391869,EIS
68,100,7.019315950707079e-06,1.3466629094486956e-06,6.397720047648253e-06,9.067104563806411e-06,99.8614275382253,EIS
68,100,5.595548636662422e-06,1.2225015329840518e-05,2.568995600940007e-05,2.841168396115019e-05,99.58038752240381,EIS
68,100,2.7957844064349156e-05,1.0565165582314632e-05,6.519333467519214e-05,5.851626177886476e-05,99.55475128717866,EIS
68,100,1.7520228358990478e-05,6.35441907742772e-06,7.307230508713526e-06,5.526886862549841e-06,99.90285647385183,EIS
68,100,9.345705996865091e-06,9.493247569208766e-06,6.113538191421159e-05,6.049962296963061e-05,99.7531629297383,EIS
68,100,3.643861192288372e-05,1.806216749080746e-05,0.00012863904959549527,0.00013782210623328558,99.51618518716292,EIS
68,100,5.904718593189818e-06,1.4431877515115877e-05,4.09544560356441e-05,4.8362826449600265e-05,99.76036168322824,EIS
68,100,1.1691254959459183e-05,1.6115217691193614e-05,3.8537334184283884e-05,4.606446391521645e-05,99.7453177917118,EIS
68,100,1.8741235181293797e-05,3.635396141942579e-05,3.197308513280871e-05,3.0361625866595806e-05,99.66717631472356,EIS
68,100,5.541852653880555e-06,2.1069862372157065e-06,3.100472439330937e-05,2.7402726173428928e-05,99.63378430792407,EIS
68,100,1.4336700718194553e-05,4.060345862563888e-06,4.534949042768637e-05,4.0363961489349225e-05,99.69728523652913,EIS
68,100,3.166883455604036e-05,1.3627203395995322e-05,2.360100361481409e-05,1.8590046747985864e-05,99.69173543541245,EIS
68,100,9.514773220314552e-06,6.62483025479501e-06,7.749243410652637e-05,7.725155901328854e-05,99.73131713971509,EIS
68,100,1.0611488413900148e-05,3.0192743152037543e-06,2.14153832963712e-05,2.2732201154791868e-05,99.78665585262748,EIS
68,100,8.260250504303633e-06,7.752093064437455e-06,1.5626707611821476e-05,1.4866909377473134e-05,99.70145919557316,EIS
68,100,1.4424742899481357e-05,4.992661877725426e-06,3.411305987408108e-05,3.131341999869592e-05,99.83625876655066,EIS
68,100,6.486448455164428e-06,6.592290270679218e-06,2.202128449107019e-05,1.901552894031243e-05,99.68627309959818,EIS
68,100,2.049498506751677e-05,6.100932977166556e-06,3.066710414848006e-05,3.099852446757021e-05,99.81410233950032,EIS
68,100,8.076573107949803e-06,1.420444291796966e-06,2.260496704691739e-05,2.565158213427255e-05,99.53906233111063,EIS
68,100,1.3237198164723164e-06,8.622137481907826e-06,1.7359353532145095e-05,1.91848209530609e-05,99.73554715081137,EIS
129,100,5.429246392779144e-06,2.512257989490931e-06,4.4959821144296996e-05,4.089309782785264e-05,99.78030163714314,EIS
129,100,4.199204611178609e-06,4.567230705696507e-06,2.874501898152157e-05,2.1070719646679277e-05,99.78924798437664,EIS
129,100,4.976691287071264e-06,1.6512372640860402e-06,3.313794763730079e-05,2.9132650342683845e-05,99.73414975497586,EIS
129,100,3.2399284357671683e-06,5.036579316677376e-06,5.221243550483431e-06,4.780740708008296e-06,99.66932870573793,EIS
129,100,1.0585628226070584e-05,5.013604870199892e-06,2.664144692060415e-05,1.9399173719247566e-05,99.73324129886736,EIS
129,100,2.9111808157844865e-06,2.741294716762976e-06,3.086749685517339e-06,1.7455494939918001e-06,99.58949062287947,EIS
129,100,1.1701606690102043e-05,5.814456635027976e-06,2.371131231386595e-05,1.6328909577929577e-05,99.72818112987224,EIS
129,100,8.747721915964993e-06,1.3514360794876988e-05,2.7370605770976354e-06,2.0382014353236653e-06,99.55376257126363,EIS
129,100,5.123403655021926e-06,3.579198592915663e-06,1.8666411533560095e-05,1.851827719343226e-05,99.49430884120764,EIS
129,100,7.048240936114789e-06,8.013471979688542e-06,4.668585179172874e-05,3.842100080065057e-05,99.71538980496625,EIS
129,100,9.019696391996265e-06,5.2393512466101e-06,1.7281730135000206e-05,2.0129079581472525e-05,99.70078897679959,EIS
129,100,3.1495005580514215e-06,6.221084346183657e-06,6.119955796915583e-06,5.988708318626581e-06,99.65986613153746,EIS
129,100,9.697635027152321e-06,4.507456697333307e-06,3.6679687604083805e-05,3.0046395726256814e-05,99.54575835735639,EIS
129,100,4.805723659536796e-06,4.2476934631101885e-06,1.583635887203561e-05,2.269523454945916e-05,99.81629081200695,EIS
129,100,2.1635604135891277e-06,3.417109461223223e-06,1.4543234267617533e-05,2.0518294453771298e-05,99.81999332076217,EIS
129,100,1.443830519471766e-05,8.724833530613377e-06,4.2538299145905155e-05,3.6057348237260355e-05,99.69220421839671,EIS
129,100,3.472443290703078e-06,4.794332618072092e-06,1.2446522877297511e-05,1.0168849703765187e-05,99.80304997292123,EIS
129,100,6.556444514546562e-06,7.443626552713827e-06,2.610969061358338e-05,1.7563268444310303e-05,99.7674770716284,EIS
129,100,4.9134297672942875e-06,2.1780915275981076e-06,2.724945663063697e-05,3.081267179457516e-05,99.738826470304,EIS
129,100,1.503365725043886e-05,8.082959638852301e-06,4.5609087285810664e-06,6.383250903326041e-06,99.81284220958838,EIS
129,100,2.4574618281461964e-06,8.692571319847216e-07,1.9780877254118516e-05,1.620956109415734e-05,99.58058878583621,EIS
129,100,2.79065228307599e-06,1.684392533544067e-06,5.5128316715924596e-05,6.867869572419772e-05,99.68125166394233,EIS
129,100,3.3419160896424596e-06,1.8443808027154408e-06,1.8706110729453554e-05,1.2992058790638682e-05,99.73117307545952,EIS
129,100,1.9315604211739957e-05,2.8555165782696856e-05,1.533731690060591e-05,1.1432170612884372e-05,99.85793590692951,EIS
129,100,6.961628372489799e-06,2.8024901017013224e-06,7.298940106575344e-06,6.442313264507787e-06,99.79280932827389,EIS
129,100,2.4484476393916416e-06,4.077721720260757e-06,1.477839367332569e-05,2.294487317810791e-05,99.81053940275115,EIS
129,100,1.3651032053626111e-05,9.35020545097635e-06,3.361835353040658e-05,3.021522373412657e-05,99.56737349221225,EIS
129,100,4.235314649170291e-06,2.8481591199229145e-06,9.845991034443945e-06,7.44032987673432e-06,99.75067830994253,EIS
129,100,1.4142225519947963e-06,3.0518520866888203e-06,4.979228429308406e-06,4.389236064484935e-06,99.80458206689991,EIS
129,100,1.276046132863834e-05,6.9561645393562746e-06,3.228652333111953e-05,3.348459982703008e-05,99.79461173798178,EIS
129,100,4.208989325534976e-06,1.2920868229881841e-06,5.480641993112856e-06,8.34141124872477e-06,99.79969995694516,EIS
129,100,1.2961512595167207e-06,9.77513259865209e-07,3.0339482243301687e-05,2.3230910256857366e-05,99.77231850823274,EIS
129,100,1.0228034724749019e-05,1.7501468516613378e-05,2.5914289255676407e-05,1.925315589680118e-05,99.84821135318285,EIS
129,100,4.694986632980553e-06,4.04714016979094e-06,4.712975526256791e-05,3.5037800864323456e-05,99.83484357361631,EIS
129,100,1.9444081946151446e-05,2.617992060254125e-05,4.0274939053501606e-05,3.597782665526047e-05,99.54351590858063,EIS
129,100,3.930022794931995e-06,4.294219905863084e-06,3.545374179354174e-05,2.694663306367e-05,99.74874370478834,EIS
129,100,1.0920459512672486e-05,6.114447942573284e-06,6.582317497125543e-06,1.0096508048662928e-05,99.79432221608319,EIS
129,100,5.9860036299552595e-06,3.224302959408585e-06,9.068303660083519e-06,1.2261894546144316e-05,99.73745298387648,EIS
129,100,5.374329345035398e-06,1.1036043027610899e-05,2.6068350072041324e-05,2.4890241748044645e-05,99.66909310695465,EIS
129,100,8.93612304523215e-06,5.4969822936961595e-06,2.7077592007234655e-05,2.2248794584346336e-05,99.78599997909775,EIS
129,100,2.5808160760592265e-05,1.6257251541331544e-05,1.2169477110422733e-05,1.6098678203772304e-05,99.79617013644112,EIS
129,100,1.40058726614108e-05,8.540560887714735e-06,7.2197012992871936e-06,7.885902690222912e-06,99.64308070154118,EIS
129,100,3.977875176042802e-06,4.13222945273868e-06,1.6123679776845716e-05,9.929141343920762e-06,99.72382836416777,EIS
129,100,1.5713587915638705e-06,2.7665770379577274e-06,2.128898722687968e-05,1.3435660450803772e-05,99.77240265938767,EIS
129,100,9.924191906480934e-06,4.453784731857243e-06,1.1688504917666895e-05,7.161039345535969e-06,99.80569245515511,EIS
129,100,1.3392339139864061e-05,1.5796051937189002e-05,2.1184031743270087e-05,3.071005262738754e-05,99.52267273781969,EIS
129,100,3.4368826406648686e-06,1.2265608068238917e-06,1.8613310372829203e-05,1.3522624823026228e-05,99.7978275753268,EIS
129,100,1.7905477888058894e-05,1.0909777777500044e-05,4.3036935257072586e-05,3.180617671800925e-05,99.62788760778629,EIS
